kode_aturan,BARIS_ASLI,TGL,KODE,NAMA_BARANG,QTY,SATUAN_K,HARGA,JUMLAH,PELANGGAN,SKOR_ANOMALI,kategori,tingkat,deskripsi,tindakan,saran
R01,5318,2020-08-24,DEN-006,DEN BAGUS NANO NANO X 20 PACK,10.0,PACK,9000.0,90000.0,TOKO ALIF,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,5392,2020-08-25,SUN-003,SUNFISH OTAK OTAK ISI 40 500 GR X 12,1.0,PACK,19000.0,19000.0,CASH,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,5438,2020-08-26,IP-001,IP KULIT LUMPIA ISI 50 LEMBAR X 36 PACK,1.0,DUS,360000.0,360000.0,TOKO CITA RASA BARU,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,5447,2020-08-26,SHIF-005,SHIFUDO CHIKUWA 500 GR X 16 PACK,15.0,DUS,377568.0,5663520.0,ANJANI FROZEN FOOD,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,5459,2020-08-27,SHIF-005,SHIFUDO CHIKUWA 500 GR X 16 PACK,2.0,DUS,377568.0,755136.0,ANJANI FROZEN FOOD,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,5482,2020-08-28,IP-001,IP KULIT LUMPIA ISI 50 LEMBAR X 36 PACK,30.0,DUS,388800.0,11664000.0,PAK HENDRIS,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,5485,2020-08-28,IP-001,IP KULIT LUMPIA ISI 50 LEMBAR X 36 PACK,50.0,DUS,388800.0,19440000.0,GRAHA SANDENI,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,5510,2020-08-29,MAES-002,MAESTRO LIGHT MAYO 180 GR,72.0,PCS,8500.0,612000.0,RUMAH SOSIS,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,5524,2020-08-29,WEI-001,WEI WANG COKLAT X 12 PACK,2.0,DUS,180000.0,360000.0,IBU SURYANI,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,5578,2020-08-31,WEI-001,WEI WANG COKLAT X 12 PACK,6.0,PACK,16000.0,96000.0,PANGESIA,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,5601,2020-08-31,SUN-003,SUNFISH OTAK OTAK ISI 40 500 GR X 12,1.0,PACK,19000.0,19000.0,CASH,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,5618,2020-09-01,WEI-001,WEI WANG COKLAT X 12 PACK,4.0,PACK,15000.0,60000.0,AMANAH FROZEN,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,5641,2020-09-02,DEN-006,DEN BAGUS NANO NANO X 20 PACK,2.0,BAL,150000.0,300000.0,TOKO CITA RASA BARU,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,5642,2020-09-02,DEN-006,DEN BAGUS NANO NANO X 20 PACK,3.0,BAL,174000.0,522000.0,ANTON,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,5654,2020-09-02,IP-001,IP KULIT LUMPIA ISI 50 LEMBAR X 36 PACK,1.0,DUS,360000.0,360000.0,TOKO CITA RASA BARU,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,5655,2020-09-02,IP-001,IP KULIT LUMPIA ISI 50 LEMBAR X 36 PACK,15.0,DUS,378000.0,5670000.0,FIRDON,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,5660,2020-09-02,JOF-011,JOFRANS SOSIS BRATW (ORI) 500 GR X 12,2.0,DUS,348000.0,696000.0,PAK GUNAWAN,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,5684,2020-09-02,SHIF-003,SHIFUDO FISH ROLL 250 GR X 20 PACK,1.0,DUS,201020.0,201020.0,ANJANI FROZEN FOOD,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,5685,2020-09-02,SUN-003,SUNFISH OTAK OTAK ISI 40 500 GR X 12,16.0,PACK,17500.0,280000.0,TOKO CITA RASA BARU,2,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,5697,2020-09-02,WEI-001,WEI WANG COKLAT X 12 PACK,4.0,DUS,160000.0,640000.0,TOKO CITA RASA BARU,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,5698,2020-09-02,WEI-001,WEI WANG COKLAT X 12 PACK,2.0,PACK,15000.0,30000.0,RUDI,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,5739,2020-09-05,IP-001,IP KULIT LUMPIA ISI 50 LEMBAR X 36 PACK,3.0,DUS,378000.0,1134000.0,ANTON,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,5766,2020-09-07,IP-001,IP KULIT LUMPIA ISI 50 LEMBAR X 36 PACK,5.0,DUS,378000.0,1890000.0,IBUK CAROLINA NAGA MAS,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,5780,2020-09-07,WEI-001,WEI WANG COKLAT X 12 PACK,2.0,DUS,180000.0,360000.0,PAK SLAMET / MBAH BEJO,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,5781,2020-09-07,WEI-003,WEI WANG MINI PAO SAPI 30 PCS X 12 PACK,2.0,DUS,180000.0,360000.0,PAK SLAMET / MBAH BEJO,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,5798,2020-09-08,SHIF-003,SHIFUDO FISH ROLL 250 GR X 20 PACK,1.0,DUS,201020.0,201020.0,ANJANI FROZEN FOOD,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,5804,2020-09-09,BAKSO-001,ILM BAKSO ANEKA WARNA 250 GR,10.0,PACK,11500.0,115000.0,TOKO CRB 3,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,5805,2020-09-09,BAKSO-001,ILM BAKSO ANEKA WARNA 250 GR,5.0,PACK,11500.0,57500.0,RUDI,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,5806,2020-09-09,BAKSO-002,ILM BAKSO BINTANG 250 GR,10.0,PACK,11500.0,115000.0,TOKO CRB 3,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,5807,2020-09-09,BAKSO-002,ILM BAKSO BINTANG 250 GR,5.0,PACK,11500.0,57500.0,RUDI,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,5808,2020-09-09,BAKSO-003,ILM BAKSO IKAN OLAHAN BENTUK TAHU 200 GR,10.0,PACK,10000.0,100000.0,TOKO CRB 3,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,5809,2020-09-09,BAKSO-003,ILM BAKSO IKAN OLAHAN BENTUK TAHU 200 GR,5.0,PACK,10000.0,50000.0,RUDI,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,5849,2020-09-09,DEN-006,DEN BAGUS NANO NANO X 20 PACK,1.0,BAL,180000.0,180000.0,MAK ITAM,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,5850,2020-09-09,DEN-006,DEN BAGUS NANO NANO X 20 PACK,5.0,BAL,180000.0,900000.0,TOKO CRB 2,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,5864,2020-09-09,IP-001,IP KULIT LUMPIA ISI 50 LEMBAR X 36 PACK,2.0,DUS,378000.0,756000.0,BATAM JAYA,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,5865,2020-09-09,IP-001,IP KULIT LUMPIA ISI 50 LEMBAR X 36 PACK,1.0,DUS,378000.0,378000.0,TOKO CRB 3,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,5866,2020-09-09,IP-001,IP KULIT LUMPIA ISI 50 LEMBAR X 36 PACK,5.0,PACK,10500.0,52500.0,RUDI,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,5874,2020-09-09,JOF-016,JOFRANS SOSIS BRATW(LADA HITAM) 500GRX12,10.0,PACK,30000.0,300000.0,TOKO CRB 3,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,5888,2020-09-09,KANZ-002,KANZLER SINGLES KEJU MINI 1 PAC X 12 PCS,4.0,PACK,93600.0,374400.0,TOKO CRB 3,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,5917,2020-09-09,SHIF-005,SHIFUDO CHIKUWA 500 GR X 16 PACK,1.0,DUS,377568.0,377568.0,ANJANI FROZEN FOOD,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,5921,2020-09-09,SUN-003,SUNFISH OTAK OTAK ISI 40 500 GR X 12,1.0,DUS,210000.0,210000.0,TOKO CITA RASA BARU,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,5933,2020-09-09,WEI-001,WEI WANG COKLAT X 12 PACK,3.0,DUS,147000.0,441000.0,TOKO CITA RASA BARU,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,5934,2020-09-09,WEI-001,WEI WANG COKLAT X 12 PACK,15.0,DUS,144000.0,2160000.0,ANTON,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,5935,2020-09-09,WEI-001,WEI WANG COKLAT X 12 PACK,3.0,DUS,147000.0,441000.0,FUN MART,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,5936,2020-09-09,WEI-001,WEI WANG COKLAT X 12 PACK,3.0,PACK,0.0,0.0,FUN MART,11,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,5937,2020-09-09,WEI-001,WEI WANG COKLAT X 12 PACK,1.0,DUS,150000.0,150000.0,TOKO CRB 3,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,5938,2020-09-09,WEI-001,WEI WANG COKLAT X 12 PACK,9.0,PACK,12500.0,112500.0,RUDI,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,5939,2020-09-09,WEI-003,WEI WANG MINI PAO SAPI 30 PCS X 12 PACK,2.0,DUS,147000.0,294000.0,TOKO CITA RASA BARU,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,5940,2020-09-09,WEI-003,WEI WANG MINI PAO SAPI 30 PCS X 12 PACK,5.0,DUS,144000.0,720000.0,ANTON,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,5941,2020-09-09,WEI-003,WEI WANG MINI PAO SAPI 30 PCS X 12 PACK,3.0,DUS,147000.0,441000.0,FUN MART,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,5942,2020-09-09,WEI-003,WEI WANG MINI PAO SAPI 30 PCS X 12 PACK,3.0,PACK,0.0,0.0,FUN MART,11,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,5943,2020-09-09,WEI-003,WEI WANG MINI PAO SAPI 30 PCS X 12 PACK,1.0,DUS,150000.0,150000.0,TOKO CRB 3,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,5944,2020-09-09,WEI-003,WEI WANG MINI PAO SAPI 30 PCS X 12 PACK,9.0,PACK,12500.0,112500.0,RUDI,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,5947,2020-09-10,IP-001,IP KULIT LUMPIA ISI 50 LEMBAR X 36 PACK,15.0,DUS,360000.0,5400000.0,MAS ROHMAT,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,5954,2020-09-10,WEI-001,WEI WANG COKLAT X 12 PACK,5.0,DUS,147000.0,735000.0,MAS ROHMAT,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,5955,2020-09-10,WEI-001,WEI WANG COKLAT X 12 PACK,2.0,DUS,147000.0,294000.0,FUN MART,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,5956,2020-09-10,WEI-003,WEI WANG MINI PAO SAPI 30 PCS X 12 PACK,5.0,DUS,147000.0,735000.0,MAS ROHMAT,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,5965,2020-09-11,IP-001,IP KULIT LUMPIA ISI 50 LEMBAR X 36 PACK,50.0,DUS,360000.0,18000000.0,FRESH SUN SWALAYAN,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,6020,2020-09-14,WEI-001,WEI WANG COKLAT X 12 PACK,30.0,DUS,147000.0,4410000.0,FUN MART,2,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,6021,2020-09-14,WEI-003,WEI WANG MINI PAO SAPI 30 PCS X 12 PACK,5.0,DUS,147000.0,735000.0,FUN MART,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,6022,2020-09-15,BAKSO-001,ILM BAKSO ANEKA WARNA 250 GR,12.0,PACK,12500.0,150000.0,PT. DINAMIKA BUAH N.,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,6023,2020-09-15,BAKSO-002,ILM BAKSO BINTANG 250 GR,10.0,PACK,12500.0,125000.0,PT. DINAMIKA BUAH N.,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,6024,2020-09-15,BAKSO-002,ILM BAKSO BINTANG 250 GR,12.0,PACK,12500.0,150000.0,PT. DINAMIKA BUAH N.,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,6025,2020-09-15,BAKSO-003,ILM BAKSO IKAN OLAHAN BENTUK TAHU 200 GR,10.0,PACK,11000.0,110000.0,PT. DINAMIKA BUAH N.,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,6026,2020-09-15,BAKSO-003,ILM BAKSO IKAN OLAHAN BENTUK TAHU 200 GR,12.0,PACK,11000.0,132000.0,PT. DINAMIKA BUAH N.,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,6035,2020-09-15,IP-001,IP KULIT LUMPIA ISI 50 LEMBAR X 36 PACK,1.0,DUS,378000.0,378000.0,RUDI,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,6038,2020-09-15,JOF-007,JOFRANS SOSIS BRATW (KEJU) 500 GR X 12,5.0,PACK,30000.0,150000.0,AMANAH FROZEN,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,6045,2020-09-15,WEI-001,WEI WANG COKLAT X 12 PACK,1.0,DUS,150000.0,150000.0,AMANAH FROZEN,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,6061,2020-09-16,BLF-016,BELFOODS FAV.AYAM GORENG RENYAH 500GRX12,6.0,DUS,436800.0,2620800.0,ADEK FROZEN,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,6092,2020-09-16,JOF-007,JOFRANS SOSIS BRATW (KEJU) 500 GR X 12,7.0,PACK,31000.0,217000.0,ARRAFA MART,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,6098,2020-09-16,JOF-011,JOFRANS SOSIS BRATW (ORI) 500 GR X 12,1.0,DUS,360000.0,360000.0,ARRAFA MART,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,6099,2020-09-16,JOF-011,JOFRANS SOSIS BRATW (ORI) 500 GR X 12,1.0,DUS,360000.0,360000.0,ARRAFA MART,6,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,6115,2020-09-16,KANZ-001,KANZLER SINGLES ORIGINAL 1 PAC X 12 PCS,23.0,PACK,100400.0,2309200.0,GRAHA SANDENI,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,6116,2020-09-16,KANZ-001,KANZLER SINGLES ORIGINAL 1 PAC X 12 PCS,1.0,PACK,100400.0,100400.0,TOKO CRB 3,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,6117,2020-09-16,KANZ-002,KANZLER SINGLES KEJU MINI 1 PAC X 12 PCS,15.0,PACK,90400.0,1356000.0,GRAHA SANDENI,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,6118,2020-09-16,KANZ-002,KANZLER SINGLES KEJU MINI 1 PAC X 12 PCS,3.0,PACK,90400.0,271200.0,TOKO CRB 3,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,6164,2020-09-16,SHIF-003,SHIFUDO FISH ROLL 250 GR X 20 PACK,8.0,PACK,10500.0,84000.0,ANJANI FROZEN FOOD,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,6165,2020-09-16,SHIF-003,SHIFUDO FISH ROLL 250 GR X 20 PACK,2.0,DUS,262500.0,525000.0,ANJANI FROZEN FOOD,3,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,6166,2020-09-16,SHIF-003,SHIFUDO FISH ROLL 250 GR X 20 PACK,1.0,PACK,10500.0,10500.0,FADIL ANAK BOS,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,6167,2020-09-16,SHIF-005,SHIFUDO CHIKUWA 500 GR X 16 PACK,23.0,DUS,384000.0,8832000.0,ADEK FROZEN,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,6172,2020-09-16,TORTILA-001,TORTILA KECIL,3.0,PACK,26000.0,78000.0,RUDI,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,6181,2020-09-16,WEI-001,WEI WANG COKLAT X 12 PACK,6.0,PACK,14000.0,84000.0,PASAR MINI MD 2,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,6182,2020-09-16,WEI-001,WEI WANG COKLAT X 12 PACK,5.0,DUS,147000.0,735000.0,TOKO CITA RASA BARU,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,6183,2020-09-16,WEI-003,WEI WANG MINI PAO SAPI 30 PCS X 12 PACK,2.0,DUS,147000.0,294000.0,FUN MART,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,6187,2020-09-18,BAKSO-001,ILM BAKSO ANEKA WARNA 250 GR,2.0,PACK,11500.0,23000.0,HITE,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,6211,2020-09-18,IP-001,IP KULIT LUMPIA ISI 50 LEMBAR X 36 PACK,1.0,DUS,396000.0,396000.0,HITE,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,6212,2020-09-18,IP-001,IP KULIT LUMPIA ISI 50 LEMBAR X 36 PACK,15.0,DUS,396000.0,5940000.0,PAK H. RAFDI,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,6229,2020-09-18,KANZ-001,KANZLER SINGLES ORIGINAL 1 PAC X 12 PCS,5.0,PACK,100400.0,502000.0,GRAHA SANDENI,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,6230,2020-09-18,KANZ-002,KANZLER SINGLES KEJU MINI 1 PAC X 12 PCS,5.0,PACK,90400.0,452000.0,GRAHA SANDENI,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,6276,2020-09-18,WEI-001,WEI WANG COKLAT X 12 PACK,1.0,PACK,15000.0,15000.0,SUDUT MANIS MART,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,6277,2020-09-18,WEI-001,WEI WANG COKLAT X 12 PACK,5.0,PACK,14000.0,70000.0,KUD BUKIK PAYUNG,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,6278,2020-09-19,ARTHUR-001,ARTHUR SHOESTRING 2.5 KG X 4 PACK,1.0,DUS,245000.0,245000.0,AMANAH FROZEN,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,6281,2020-09-19,BAKSO-001,ILM BAKSO ANEKA WARNA 250 GR,30.0,PACK,11500.0,345000.0,YUDI,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,6282,2020-09-19,BAKSO-002,ILM BAKSO BINTANG 250 GR,30.0,PACK,11500.0,345000.0,YUDI,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,6283,2020-09-19,BAKSO-003,ILM BAKSO IKAN OLAHAN BENTUK TAHU 200 GR,30.0,PACK,10000.0,300000.0,YUDI,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
R01,6318,2020-09-19,IP-001,IP KULIT LUMPIA ISI 50 LEMBAR X 36 PACK,1.0,DUS,378000.0,378000.0,YUDI,1,referensial,info,Kode barang punya >1 ejaan nama (sudah diseragamkan),perbaiki,Perbaiki master barang di sistem sumber agar ejaannya tunggal.
