kode_aturan,BARIS_ASLI,TGL,KODE,NAMA_BARANG,QTY,SATUAN_K,HARGA,JUMLAH,PELANGGAN,SKOR_ANOMALI,kategori,tingkat,deskripsi,tindakan,saran
S03,6050,2020-09-16,BART-002,BART'S SHOESTRING 1 KG X 10 PACK,14.0,PACK,27000.0,378000.0,PASAR MINI MD 2,1,pencilan,info,Kuantitas jauh di atas kebiasaan SKU (z robust > 8),tandai,"Umumnya pesanan borongan yang sah — jangan dihapus, cukup dicatat."
S03,6136,2020-09-16,MI-003,MIAMI 8 LTR NEAPOLITAN,15.0,PAIL,120000.0,1800000.0,WING,1,pencilan,info,Kuantitas jauh di atas kebiasaan SKU (z robust > 8),tandai,"Umumnya pesanan borongan yang sah — jangan dihapus, cukup dicatat."
S03,6140,2020-09-16,MIN-001,MINAKU OTAK OTAK 500 GR X 20 PACK,30.0,DUS,310000.0,9300000.0,FIRDON,1,pencilan,info,Kuantitas jauh di atas kebiasaan SKU (z robust > 8),tandai,"Umumnya pesanan borongan yang sah — jangan dihapus, cukup dicatat."
S03,6245,2020-09-18,MIN-001,MINAKU OTAK OTAK 500 GR X 20 PACK,40.0,DUS,320000.0,12800000.0,PAK H. RAFDI,1,pencilan,info,Kuantitas jauh di atas kebiasaan SKU (z robust > 8),tandai,"Umumnya pesanan borongan yang sah — jangan dihapus, cukup dicatat."
S03,6248,2020-09-18,OKEY-001,OKEY SOSIS 500 GR X 20 PACK,20.0,DUS,340000.0,6800000.0,HITE,1,pencilan,info,Kuantitas jauh di atas kebiasaan SKU (z robust > 8),tandai,"Umumnya pesanan borongan yang sah — jangan dihapus, cukup dicatat."
S03,6252,2020-09-18,OKEY-001,OKEY SOSIS 500 GR X 20 PACK,14.0,PACK,16500.0,231000.0,TOKO CITA RASA BARU,1,pencilan,info,Kuantitas jauh di atas kebiasaan SKU (z robust > 8),tandai,"Umumnya pesanan borongan yang sah — jangan dihapus, cukup dicatat."
S03,6260,2020-09-18,OKEY-003,OKEY STICK 500 GR X 10 PACK,15.0,DUS,185000.0,2700000.0,HITE,2,pencilan,info,Kuantitas jauh di atas kebiasaan SKU (z robust > 8),tandai,"Umumnya pesanan borongan yang sah — jangan dihapus, cukup dicatat."
S03,6310,2020-09-19,CIR-002,PK TAHU KRIYUK X 30 PACK,30.0,PACK,11500.0,345000.0,TOKO ARJUNA,1,pencilan,info,Kuantitas jauh di atas kebiasaan SKU (z robust > 8),tandai,"Umumnya pesanan borongan yang sah — jangan dihapus, cukup dicatat."
S03,6450,2020-09-21,MIN-001,MINAKU OTAK OTAK 500 GR X 20 PACK,50.0,DUS,316000.0,15800000.0,GRAHA SANDENI,1,pencilan,info,Kuantitas jauh di atas kebiasaan SKU (z robust > 8),tandai,"Umumnya pesanan borongan yang sah — jangan dihapus, cukup dicatat."
S03,6535,2020-09-22,WEI-001,WEI WANG COKLAT X 12 PACK,30.0,PACK,12500.0,375000.0,RUDI,2,pencilan,info,Kuantitas jauh di atas kebiasaan SKU (z robust > 8),tandai,"Umumnya pesanan borongan yang sah — jangan dihapus, cukup dicatat."
S03,6554,2020-09-24,DEN-001,DEN BAGUS IKAN ISI 32 X 20 PACK,20.0,PACK,12500.0,250000.0,MULIA JAYA / REGAR,1,pencilan,info,Kuantitas jauh di atas kebiasaan SKU (z robust > 8),tandai,"Umumnya pesanan borongan yang sah — jangan dihapus, cukup dicatat."
S03,6657,2020-09-26,MI-003,MIAMI 8 LTR NEAPOLITAN,40.0,PAIL,120000.0,4800000.0,WING,1,pencilan,info,Kuantitas jauh di atas kebiasaan SKU (z robust > 8),tandai,"Umumnya pesanan borongan yang sah — jangan dihapus, cukup dicatat."
S03,6711,2020-09-29,OKEY-001,OKEY SOSIS 500 GR X 20 PACK,27.0,DUS,340000.0,9180000.0,HITE,1,pencilan,info,Kuantitas jauh di atas kebiasaan SKU (z robust > 8),tandai,"Umumnya pesanan borongan yang sah — jangan dihapus, cukup dicatat."
S03,6713,2020-09-29,OKEY-003,OKEY STICK 500 GR X 10 PACK,20.0,DUS,185000.0,3600000.0,HITE,2,pencilan,info,Kuantitas jauh di atas kebiasaan SKU (z robust > 8),tandai,"Umumnya pesanan borongan yang sah — jangan dihapus, cukup dicatat."
S03,6761,2020-09-30,MIN-001,MINAKU OTAK OTAK 500 GR X 20 PACK,30.0,DUS,310000.0,9300000.0,DOHAR,1,pencilan,info,Kuantitas jauh di atas kebiasaan SKU (z robust > 8),tandai,"Umumnya pesanan borongan yang sah — jangan dihapus, cukup dicatat."
S04,4566,2020-08-03,MIN-001,MINAKU OTAK OTAK 500 GR X 20 PACK,200.0,DUS,316000.0,63200000.0,PAK SUTARMUJI,3,pencilan,info,Nilai baris ekstrem terhadap seluruh transaksi (pagar IQR pada skala log),tandai,Transaksi bernilai tidak biasa — verifikasi yang bernilai sangat besar.
S04,4937,2020-08-13,MIN-001,MINAKU OTAK OTAK 500 GR X 20 PACK,200.0,DUS,316000.0,63200000.0,PAK SUTARMUJI,2,pencilan,info,Nilai baris ekstrem terhadap seluruh transaksi (pagar IQR pada skala log),tandai,Transaksi bernilai tidak biasa — verifikasi yang bernilai sangat besar.
T01,2944,2020-06-26,LIPAO-002,LI PAO KACANG MERAH,1.0,PACK,14000.0,14000.0,SALES FANDI,1,temporal,info,Baris jatuh pada hari dengan omzet melonjak (z robust harian > 5),tandai,Periksa apakah hari itu memuat pesanan borongan atau input yang menumpuk.
T01,2945,2020-06-26,BONJU-001,BONJU CIRENG SALJU KUAH RUJAK,1.0,PACK,18500.0,18500.0,SALES FANDI,1,temporal,info,Baris jatuh pada hari dengan omzet melonjak (z robust harian > 5),tandai,Periksa apakah hari itu memuat pesanan borongan atau input yang menumpuk.
T01,2946,2020-06-26,LIPAO-001,LI PAO COKLAT,1.0,PACK,14000.0,14000.0,SALES FANDI,1,temporal,info,Baris jatuh pada hari dengan omzet melonjak (z robust harian > 5),tandai,Periksa apakah hari itu memuat pesanan borongan atau input yang menumpuk.
T01,2947,2020-06-26,JOF-024,JOFRANS NUGGET AYAM STICKY 500 GR X 12,1.0,PACK,17500.0,17500.0,SALES FANDI,1,temporal,info,Baris jatuh pada hari dengan omzet melonjak (z robust harian > 5),tandai,Periksa apakah hari itu memuat pesanan borongan atau input yang menumpuk.
T01,2948,2020-06-26,OKEY-001,OKEY SOSIS 500 GR X 20 PACK,1.0,PACK,18000.0,18000.0,SALES FANDI,1,temporal,info,Baris jatuh pada hari dengan omzet melonjak (z robust harian > 5),tandai,Periksa apakah hari itu memuat pesanan borongan atau input yang menumpuk.
T01,2949,2020-06-26,BAK-001,BAKSO IKAN 1 KG X 20 PACK,240.0,PACK,15000.0,3600000.0,EGI / PUTRI,2,temporal,info,Baris jatuh pada hari dengan omzet melonjak (z robust harian > 5),tandai,Periksa apakah hari itu memuat pesanan borongan atau input yang menumpuk.
T01,2950,2020-06-26,JOF-022,JOFRANS NUGGET AYAM REG. 225 GR X 24 PAK,1.0,DUS,240000.0,240000.0,KEDAI SAYUR HABIL,1,temporal,info,Baris jatuh pada hari dengan omzet melonjak (z robust harian > 5),tandai,Periksa apakah hari itu memuat pesanan borongan atau input yang menumpuk.
T01,2951,2020-06-26,BLF-001,BELFOODS SOSIS AYAM 500 GR X 12 PACK,1.0,DUS,204000.0,204000.0,KEDAI SAYUR HABIL,1,temporal,info,Baris jatuh pada hari dengan omzet melonjak (z robust harian > 5),tandai,Periksa apakah hari itu memuat pesanan borongan atau input yang menumpuk.
T01,2952,2020-06-26,JOF-024,JOFRANS NUGGET AYAM STICKY 500 GR X 12,1.0,DUS,216000.0,216000.0,TOKO SUKMA,1,temporal,info,Baris jatuh pada hari dengan omzet melonjak (z robust harian > 5),tandai,Periksa apakah hari itu memuat pesanan borongan atau input yang menumpuk.
T01,2953,2020-06-26,LIPAO-001,LI PAO COKLAT,6.0,PACK,16000.0,96000.0,TOKO SUKMA,1,temporal,info,Baris jatuh pada hari dengan omzet melonjak (z robust harian > 5),tandai,Periksa apakah hari itu memuat pesanan borongan atau input yang menumpuk.
T01,2954,2020-06-26,LIPAO-002,LI PAO KACANG MERAH,6.0,PACK,16000.0,96000.0,TOKO SUKMA,1,temporal,info,Baris jatuh pada hari dengan omzet melonjak (z robust harian > 5),tandai,Periksa apakah hari itu memuat pesanan borongan atau input yang menumpuk.
T01,2955,2020-06-26,OKEY-005,OKEY NUGGET 500 GR X 10 PACK,1.0,DUS,195000.0,195000.0,TOKO SUKMA,1,temporal,info,Baris jatuh pada hari dengan omzet melonjak (z robust harian > 5),tandai,Periksa apakah hari itu memuat pesanan borongan atau input yang menumpuk.
T01,2956,2020-06-26,BAKSO-001,ILM BAKSO ANEKA WARNA 250 GR,5.0,PACK,11000.0,55000.0,TOKO SUKMA,2,temporal,info,Baris jatuh pada hari dengan omzet melonjak (z robust harian > 5),tandai,Periksa apakah hari itu memuat pesanan borongan atau input yang menumpuk.
T01,2957,2020-06-26,BAKSO-002,ILM BAKSO BINTANG 250 GR,5.0,PACK,11000.0,55000.0,TOKO SUKMA,2,temporal,info,Baris jatuh pada hari dengan omzet melonjak (z robust harian > 5),tandai,Periksa apakah hari itu memuat pesanan borongan atau input yang menumpuk.
T01,2958,2020-06-26,BAKSO-003,ILM BAKSO IKAN OLAHAN BENTUK TAHU 200 GR,5.0,PACK,10000.0,50000.0,TOKO SUKMA,2,temporal,info,Baris jatuh pada hari dengan omzet melonjak (z robust harian > 5),tandai,Periksa apakah hari itu memuat pesanan borongan atau input yang menumpuk.
T01,2959,2020-06-26,CHA-006,CHAMP BASO 500 GR X 10 PACK,1.0,DUS,240000.0,240000.0,MAKMUR JAYA,3,temporal,info,Baris jatuh pada hari dengan omzet melonjak (z robust harian > 5),tandai,Periksa apakah hari itu memuat pesanan borongan atau input yang menumpuk.
T01,2960,2020-06-26,SUKI-001,MITRAKU SUKI TOMYAM,14.0,PACK,18000.0,252000.0,LUCKY,2,temporal,info,Baris jatuh pada hari dengan omzet melonjak (z robust harian > 5),tandai,Periksa apakah hari itu memuat pesanan borongan atau input yang menumpuk.
T01,2961,2020-06-26,MIN-010,MINAKU BOLA IKAN 500 GR X 10 PACK,3.0,DUS,210000.0,630000.0,LUCKY,1,temporal,info,Baris jatuh pada hari dengan omzet melonjak (z robust harian > 5),tandai,Periksa apakah hari itu memuat pesanan borongan atau input yang menumpuk.
T01,2962,2020-06-26,MIT-002,MITRAKU BAKSO IKAN 400 GR X 23 PACK,23.0,PACK,19000.0,437000.0,CHERISH,1,temporal,info,Baris jatuh pada hari dengan omzet melonjak (z robust harian > 5),tandai,Periksa apakah hari itu memuat pesanan borongan atau input yang menumpuk.
T01,2963,2020-06-26,BONJU-001,BONJU CIRENG SALJU KUAH RUJAK,20.0,PACK,17000.0,340000.0,CHERISH,1,temporal,info,Baris jatuh pada hari dengan omzet melonjak (z robust harian > 5),tandai,Periksa apakah hari itu memuat pesanan borongan atau input yang menumpuk.
T01,2964,2020-06-26,MIT-016,MITRAKU FISH CAKE SINGAPORE 1000 GR X 10,1.0,DUS,520000.0,520000.0,LUCKY,1,temporal,info,Baris jatuh pada hari dengan omzet melonjak (z robust harian > 5),tandai,Periksa apakah hari itu memuat pesanan borongan atau input yang menumpuk.
T01,2965,2020-06-26,MIT-009,MITRAKU FISH ROLL 500 GR X 20 PACK,23.0,PACK,24000.0,552000.0,LUCKY,1,temporal,info,Baris jatuh pada hari dengan omzet melonjak (z robust harian > 5),tandai,Periksa apakah hari itu memuat pesanan borongan atau input yang menumpuk.
T01,2966,2020-06-26,BAKSO-003,ILM BAKSO IKAN OLAHAN BENTUK TAHU 200 GR,12.0,PACK,10000.0,120000.0,LUCKY,2,temporal,info,Baris jatuh pada hari dengan omzet melonjak (z robust harian > 5),tandai,Periksa apakah hari itu memuat pesanan borongan atau input yang menumpuk.
T01,2967,2020-06-26,BAKSO-002,ILM BAKSO BINTANG 250 GR,20.0,PACK,12000.0,240000.0,LUCKY,2,temporal,info,Baris jatuh pada hari dengan omzet melonjak (z robust harian > 5),tandai,Periksa apakah hari itu memuat pesanan borongan atau input yang menumpuk.
T01,2968,2020-06-26,BAKSO-001,ILM BAKSO ANEKA WARNA 250 GR,20.0,PACK,12000.0,240000.0,LUCKY,2,temporal,info,Baris jatuh pada hari dengan omzet melonjak (z robust harian > 5),tandai,Periksa apakah hari itu memuat pesanan borongan atau input yang menumpuk.
T01,2969,2020-06-26,MIT-002,MITRAKU BAKSO IKAN 400 GR X 23 PACK,23.0,PACK,18900.0,434700.0,LUCKY,1,temporal,info,Baris jatuh pada hari dengan omzet melonjak (z robust harian > 5),tandai,Periksa apakah hari itu memuat pesanan borongan atau input yang menumpuk.
T01,2970,2020-06-26,JOF-023,JOFRANS NUGGET AYAM HATI 500 GR X 12 PAK,3.0,DUS,210000.0,630000.0,CHERISH,1,temporal,info,Baris jatuh pada hari dengan omzet melonjak (z robust harian > 5),tandai,Periksa apakah hari itu memuat pesanan borongan atau input yang menumpuk.
T01,2971,2020-06-26,JOF-024,JOFRANS NUGGET AYAM STICKY 500 GR X 12,1.0,DUS,210000.0,210000.0,CHERISH,1,temporal,info,Baris jatuh pada hari dengan omzet melonjak (z robust harian > 5),tandai,Periksa apakah hari itu memuat pesanan borongan atau input yang menumpuk.
T01,2972,2020-06-26,LUTOSA-001,LUTOSA SHOESTRING 1000 GR X 10 PACK,2.0,DUS,260000.0,520000.0,CHERISH,1,temporal,info,Baris jatuh pada hari dengan omzet melonjak (z robust harian > 5),tandai,Periksa apakah hari itu memuat pesanan borongan atau input yang menumpuk.
T01,2973,2020-06-26,LIPAO-001,LI PAO COKLAT,6.0,PACK,15000.0,90000.0,CHERISH,1,temporal,info,Baris jatuh pada hari dengan omzet melonjak (z robust harian > 5),tandai,Periksa apakah hari itu memuat pesanan borongan atau input yang menumpuk.
T01,2974,2020-06-26,LIPAO-002,LI PAO KACANG MERAH,6.0,PACK,15000.0,90000.0,CHERISH,1,temporal,info,Baris jatuh pada hari dengan omzet melonjak (z robust harian > 5),tandai,Periksa apakah hari itu memuat pesanan borongan atau input yang menumpuk.
T01,2975,2020-06-26,JOF-024,JOFRANS NUGGET AYAM STICKY 500 GR X 12,1.0,DUS,210000.0,210000.0,MELVA,1,temporal,info,Baris jatuh pada hari dengan omzet melonjak (z robust harian > 5),tandai,Periksa apakah hari itu memuat pesanan borongan atau input yang menumpuk.
T01,2976,2020-06-26,JOF-024,JOFRANS NUGGET AYAM STICKY 500 GR X 12,6.0,PACK,17500.0,105000.0,MELVA,1,temporal,info,Baris jatuh pada hari dengan omzet melonjak (z robust harian > 5),tandai,Periksa apakah hari itu memuat pesanan borongan atau input yang menumpuk.
T01,2977,2020-06-26,MIT-002,MITRAKU BAKSO IKAN 400 GR X 23 PACK,10.0,PACK,19000.0,190000.0,KIKI,1,temporal,info,Baris jatuh pada hari dengan omzet melonjak (z robust harian > 5),tandai,Periksa apakah hari itu memuat pesanan borongan atau input yang menumpuk.
T01,2978,2020-06-26,BAKSO-001,ILM BAKSO ANEKA WARNA 250 GR,6.0,PACK,12000.0,72000.0,KIKI,2,temporal,info,Baris jatuh pada hari dengan omzet melonjak (z robust harian > 5),tandai,Periksa apakah hari itu memuat pesanan borongan atau input yang menumpuk.
T01,2979,2020-06-26,JOF-024,JOFRANS NUGGET AYAM STICKY 500 GR X 12,6.0,PACK,17500.0,105000.0,KIKI,1,temporal,info,Baris jatuh pada hari dengan omzet melonjak (z robust harian > 5),tandai,Periksa apakah hari itu memuat pesanan borongan atau input yang menumpuk.
T01,2980,2020-06-26,MIN-010,MINAKU BOLA IKAN 500 GR X 10 PACK,15.0,PACK,21000.0,315000.0,MM LESTARI,1,temporal,info,Baris jatuh pada hari dengan omzet melonjak (z robust harian > 5),tandai,Periksa apakah hari itu memuat pesanan borongan atau input yang menumpuk.
T01,2981,2020-06-26,JOF-008,JOFRANS BASO SAPI 500 GR X 15 PACK,10.0,PACK,30500.0,305000.0,MM LESTARI,1,temporal,info,Baris jatuh pada hari dengan omzet melonjak (z robust harian > 5),tandai,Periksa apakah hari itu memuat pesanan borongan atau input yang menumpuk.
T01,2982,2020-06-26,LUTOSA-001,LUTOSA SHOESTRING 1000 GR X 10 PACK,1.0,DUS,260000.0,260000.0,KOPITIAM ABC (KLENTENG),1,temporal,info,Baris jatuh pada hari dengan omzet melonjak (z robust harian > 5),tandai,Periksa apakah hari itu memuat pesanan borongan atau input yang menumpuk.
T01,2983,2020-06-26,JOF-008,JOFRANS BASO SAPI 500 GR X 15 PACK,5.0,PACK,30500.0,152500.0,KOPITIAM ABC (KLENTENG),1,temporal,info,Baris jatuh pada hari dengan omzet melonjak (z robust harian > 5),tandai,Periksa apakah hari itu memuat pesanan borongan atau input yang menumpuk.
T01,2984,2020-06-26,JOF-024,JOFRANS NUGGET AYAM STICKY 500 GR X 12,1.0,DUS,210000.0,210000.0,PAK ERWIN,3,temporal,info,Baris jatuh pada hari dengan omzet melonjak (z robust harian > 5),tandai,Periksa apakah hari itu memuat pesanan borongan atau input yang menumpuk.
T01,2985,2020-06-26,MIT-009,MITRAKU FISH ROLL 500 GR X 20 PACK,17.0,PACK,23400.0,365976.0,PAK ERWIN,4,temporal,info,Baris jatuh pada hari dengan omzet melonjak (z robust harian > 5),tandai,Periksa apakah hari itu memuat pesanan borongan atau input yang menumpuk.
T01,2986,2020-06-26,MIN-010,MINAKU BOLA IKAN 500 GR X 10 PACK,5.0,PACK,21000.0,105000.0,PAK ERWIN,3,temporal,info,Baris jatuh pada hari dengan omzet melonjak (z robust harian > 5),tandai,Periksa apakah hari itu memuat pesanan borongan atau input yang menumpuk.
T01,2987,2020-06-26,JOF-007,JOFRANS SOSIS BRATW (KEJU) 500 GR X 12,2.0,PACK,28500.0,57000.0,PAK ERWIN,4,temporal,info,Baris jatuh pada hari dengan omzet melonjak (z robust harian > 5),tandai,Periksa apakah hari itu memuat pesanan borongan atau input yang menumpuk.
T01,2988,2020-06-26,JOF-016,JOFRANS SOSIS BRATW(LADA HITAM) 500GRX12,2.0,PACK,28500.0,57000.0,PAK ERWIN,4,temporal,info,Baris jatuh pada hari dengan omzet melonjak (z robust harian > 5),tandai,Periksa apakah hari itu memuat pesanan borongan atau input yang menumpuk.
T01,2989,2020-06-26,JOF-004,JOFRANS SOSIS BAKAR (ORI) 500 GR X 12,2.0,PACK,27500.0,55000.0,PAK ERWIN,3,temporal,info,Baris jatuh pada hari dengan omzet melonjak (z robust harian > 5),tandai,Periksa apakah hari itu memuat pesanan borongan atau input yang menumpuk.
T01,2990,2020-06-26,EURIAL-001,EURIAL MOZZARELLA CHEESE 4 X 2.5 KG,3.0,DUS,960000.0,2880000.0,HARUM MANIS,3,temporal,info,Baris jatuh pada hari dengan omzet melonjak (z robust harian > 5),tandai,Periksa apakah hari itu memuat pesanan borongan atau input yang menumpuk.
T01,2991,2020-06-26,MI-005,MIAMI 8 LTR VANILLA,1.0,PAIL,125000.0,125000.0,MIAMI - PAK ERI,1,temporal,info,Baris jatuh pada hari dengan omzet melonjak (z robust harian > 5),tandai,Periksa apakah hari itu memuat pesanan borongan atau input yang menumpuk.
T01,2992,2020-06-26,JOF-024,JOFRANS NUGGET AYAM STICKY 500 GR X 12,4.0,DUS,222000.0,888000.0,ADEK FROZEN,1,temporal,info,Baris jatuh pada hari dengan omzet melonjak (z robust harian > 5),tandai,Periksa apakah hari itu memuat pesanan borongan atau input yang menumpuk.
T01,2993,2020-06-26,JOF-023,JOFRANS NUGGET AYAM HATI 500 GR X 12 PAK,20.0,DUS,222000.0,4440000.0,ADEK FROZEN,1,temporal,info,Baris jatuh pada hari dengan omzet melonjak (z robust harian > 5),tandai,Periksa apakah hari itu memuat pesanan borongan atau input yang menumpuk.
T01,2994,2020-06-26,JOF-002,JOFRANS NUGGET AYAM REG. 500 GR X 12 PAK,26.0,DUS,222000.0,5772000.0,ADEK FROZEN,1,temporal,info,Baris jatuh pada hari dengan omzet melonjak (z robust harian > 5),tandai,Periksa apakah hari itu memuat pesanan borongan atau input yang menumpuk.
T01,2995,2020-06-26,JOF-019,JOFRANS BASO SAPI 200 GR X 34 PACK,9.0,DUS,493000.0,4437000.0,ADEK FROZEN,1,temporal,info,Baris jatuh pada hari dengan omzet melonjak (z robust harian > 5),tandai,Periksa apakah hari itu memuat pesanan borongan atau input yang menumpuk.
T01,2996,2020-06-26,JOF-008,JOFRANS BASO SAPI 500 GR X 15 PACK,11.0,DUS,472500.0,5197500.0,ADEK FROZEN,1,temporal,info,Baris jatuh pada hari dengan omzet melonjak (z robust harian > 5),tandai,Periksa apakah hari itu memuat pesanan borongan atau input yang menumpuk.
T01,2997,2020-06-26,JOF-006,JOFRANS BASO AYAM 500 GR X 15 PACK,5.0,DUS,382500.0,1912500.0,ADEK FROZEN,1,temporal,info,Baris jatuh pada hari dengan omzet melonjak (z robust harian > 5),tandai,Periksa apakah hari itu memuat pesanan borongan atau input yang menumpuk.
T01,2998,2020-06-26,JOF-013,JOFRANS SOSIS AYAM 360 GR X 24 PACK,4.0,DUS,324000.0,1296000.0,ADEK FROZEN,1,temporal,info,Baris jatuh pada hari dengan omzet melonjak (z robust harian > 5),tandai,Periksa apakah hari itu memuat pesanan borongan atau input yang menumpuk.
T01,2999,2020-06-26,MIT-002,MITRAKU BAKSO IKAN 400 GR X 23 PACK,3.0,DUS,443900.0,1331700.0,ADEK FROZEN,1,temporal,info,Baris jatuh pada hari dengan omzet melonjak (z robust harian > 5),tandai,Periksa apakah hari itu memuat pesanan borongan atau input yang menumpuk.
T01,3000,2020-06-26,MIT-019,MITRAKU BAKSO IKAN ISI AYAM 500 GR X 20,1.0,DUS,560000.0,560000.0,ADEK FROZEN,1,temporal,info,Baris jatuh pada hari dengan omzet melonjak (z robust harian > 5),tandai,Periksa apakah hari itu memuat pesanan borongan atau input yang menumpuk.
T01,3001,2020-06-26,MIT-017,MITRAKU BAKSO IKAN ISI KEJU 500 GR X 20,1.0,DUS,560000.0,560000.0,ADEK FROZEN,1,temporal,info,Baris jatuh pada hari dengan omzet melonjak (z robust harian > 5),tandai,Periksa apakah hari itu memuat pesanan borongan atau input yang menumpuk.
T01,3002,2020-06-26,MIT-018,MITRAKU BAKSO IKAN ISI TUNA 500 GR X 20,1.0,DUS,560000.0,560000.0,ADEK FROZEN,1,temporal,info,Baris jatuh pada hari dengan omzet melonjak (z robust harian > 5),tandai,Periksa apakah hari itu memuat pesanan borongan atau input yang menumpuk.
T01,3003,2020-06-26,MIT-012,MITRAKU FISH TOFU 500 GR X 20 PACK,2.0,DUS,498000.0,996000.0,ADEK FROZEN,1,temporal,info,Baris jatuh pada hari dengan omzet melonjak (z robust harian > 5),tandai,Periksa apakah hari itu memuat pesanan borongan atau input yang menumpuk.
T01,3004,2020-06-26,MIN-013,MINAKU BOLA LOBSTER 500 GR X 10 PACK,1.0,DUS,240000.0,240000.0,ADEK FROZEN,1,temporal,info,Baris jatuh pada hari dengan omzet melonjak (z robust harian > 5),tandai,Periksa apakah hari itu memuat pesanan borongan atau input yang menumpuk.
T01,3005,2020-06-26,MIN-014,MINAKU BOLA KEPITING 500 GR X 10 PACK,2.0,DUS,240000.0,480000.0,ADEK FROZEN,1,temporal,info,Baris jatuh pada hari dengan omzet melonjak (z robust harian > 5),tandai,Periksa apakah hari itu memuat pesanan borongan atau input yang menumpuk.
T01,3006,2020-06-26,MIN-001,MINAKU OTAK OTAK 500 GR X 20 PACK,30.0,DUS,310000.0,9300000.0,ADEK FROZEN,2,temporal,info,Baris jatuh pada hari dengan omzet melonjak (z robust harian > 5),tandai,Periksa apakah hari itu memuat pesanan borongan atau input yang menumpuk.
T01,3007,2020-06-26,BF-009,BF LUMPIA UDANG 210 GR X 32 PACK,1.0,DUS,768000.0,768000.0,ADEK FROZEN,1,temporal,info,Baris jatuh pada hari dengan omzet melonjak (z robust harian > 5),tandai,Periksa apakah hari itu memuat pesanan borongan atau input yang menumpuk.
T01,3008,2020-06-26,BONJU-001,BONJU CIRENG SALJU KUAH RUJAK,100.0,PACK,17500.0,1750000.0,ADEK FROZEN,2,temporal,info,Baris jatuh pada hari dengan omzet melonjak (z robust harian > 5),tandai,Periksa apakah hari itu memuat pesanan borongan atau input yang menumpuk.
T01,3009,2020-06-26,CIR-002,PK TAHU KRIYUK X 30 PACK,2.0,BAL,345000.0,690000.0,ADEK FROZEN,1,temporal,info,Baris jatuh pada hari dengan omzet melonjak (z robust harian > 5),tandai,Periksa apakah hari itu memuat pesanan borongan atau input yang menumpuk.
T01,3010,2020-06-26,BAKSO-001,ILM BAKSO ANEKA WARNA 250 GR,20.0,PACK,11500.0,230000.0,ADEK FROZEN,2,temporal,info,Baris jatuh pada hari dengan omzet melonjak (z robust harian > 5),tandai,Periksa apakah hari itu memuat pesanan borongan atau input yang menumpuk.
T01,3011,2020-06-26,BAKSO-002,ILM BAKSO BINTANG 250 GR,20.0,PACK,11500.0,230000.0,ADEK FROZEN,2,temporal,info,Baris jatuh pada hari dengan omzet melonjak (z robust harian > 5),tandai,Periksa apakah hari itu memuat pesanan borongan atau input yang menumpuk.
T01,3012,2020-06-26,BAKSO-003,ILM BAKSO IKAN OLAHAN BENTUK TAHU 200 GR,20.0,PACK,10500.0,210000.0,ADEK FROZEN,2,temporal,info,Baris jatuh pada hari dengan omzet melonjak (z robust harian > 5),tandai,Periksa apakah hari itu memuat pesanan borongan atau input yang menumpuk.
T01,3013,2020-06-26,JUR-001,JURAGAN SOSIS SAPI BAKAR ORI 1000 GR X10,2.0,DUS,535000.0,1070000.0,ADEK FROZEN,1,temporal,info,Baris jatuh pada hari dengan omzet melonjak (z robust harian > 5),tandai,Periksa apakah hari itu memuat pesanan borongan atau input yang menumpuk.
T01,3014,2020-06-26,LUTOSA-002,LUTOSA SHOESTRING 2.5 KG X 4 PACK,3.0,DUS,235000.0,705000.0,ADEK FROZEN,3,temporal,info,Baris jatuh pada hari dengan omzet melonjak (z robust harian > 5),tandai,Periksa apakah hari itu memuat pesanan borongan atau input yang menumpuk.
T01,3015,2020-06-26,FOODY-002,FOODY NUGGET KIPAS 500 GR X 20 PACK,1.0,DUS,270000.0,270000.0,ADEK FROZEN,1,temporal,info,Baris jatuh pada hari dengan omzet melonjak (z robust harian > 5),tandai,Periksa apakah hari itu memuat pesanan borongan atau input yang menumpuk.
T01,3016,2020-06-26,JOF-023,JOFRANS NUGGET AYAM HATI 500 GR X 12 PAK,1.0,DUS,222000.0,222000.0,ADEK FROZEN,1,temporal,info,Baris jatuh pada hari dengan omzet melonjak (z robust harian > 5),tandai,Periksa apakah hari itu memuat pesanan borongan atau input yang menumpuk.
T01,3017,2020-06-26,JOF-013,JOFRANS SOSIS AYAM 360 GR X 24 PACK,1.0,DUS,324000.0,324000.0,ADEK FROZEN,1,temporal,info,Baris jatuh pada hari dengan omzet melonjak (z robust harian > 5),tandai,Periksa apakah hari itu memuat pesanan borongan atau input yang menumpuk.
T01,3018,2020-06-26,MIN-001,MINAKU OTAK OTAK 500 GR X 20 PACK,1.0,DUS,310000.0,310000.0,ADEK FROZEN,1,temporal,info,Baris jatuh pada hari dengan omzet melonjak (z robust harian > 5),tandai,Periksa apakah hari itu memuat pesanan borongan atau input yang menumpuk.
T01,3019,2020-06-26,BLF-016,BELFOODS FAV.AYAM GORENG RENYAH 500GRX12,2.0,DUS,436800.0,873600.0,ADEK FROZEN,2,temporal,info,Baris jatuh pada hari dengan omzet melonjak (z robust harian > 5),tandai,Periksa apakah hari itu memuat pesanan borongan atau input yang menumpuk.
