BARIS_ASLI,TGL,BULAN,HARI,KODE,NAMA_BARANG,BRAND,QTY,SATUAN,HARGA,HARGA_EFEKTIF,OMZET,RASIO,PELANGGAN,SUMBER_HARGA,TINGKAT_TERTINGGI,SKOR_ANOMALI,FLAG
2818,2020-06-22,2020-06-01,Monday,JOF-025,JOFRANS SOSIS AYAM MADU 300 GR X 30 PACK,JOFRANS,6.0,PACK,11500.0,11500.0,69000.0,1.0,PAK GUNAWAN,asli,bersih,0,
2819,2020-06-22,2020-06-01,Monday,OKEY-003,OKEY STICK 500 GR X 10 PACK,OKEY,6.0,DUS,185000.0,185000.0,1110000.0,1.0,PAK SOLEH,asli,bersih,0,
2820,2020-06-22,2020-06-01,Monday,OKEY-001,OKEY SOSIS 500 GR X 20 PACK,OKEY,3.0,DUS,360000.0,360000.0,1080000.0,1.0,PAK SOLEH,asli,bersih,0,
2821,2020-06-22,2020-06-01,Monday,CHA-006,CHAMP BASO 500 GR X 10 PACK,CHAMP,1.0,DUS,220000.0,220000.0,220000.0,1.0,PAK SOLEH,asli,bersih,0,
2822,2020-06-22,2020-06-01,Monday,LUTOSA-002,LUTOSA SHOESTRING 2.5 KG X 4 PACK,LUTOSA,2.0,DUS,250000.0,250000.0,500000.0,1.0,PAK GUNAWAN,asli,peringatan,2,R02
2823,2020-06-22,2020-06-01,Monday,BAKSO-001,ILM BAKSO ANEKA WARNA 250 GR,ILM,1.0,PACK,11000.0,11000.0,11000.0,1.0,FADIL ANAK BOS,asli,info,1,R01
2824,2020-06-22,2020-06-01,Monday,MIT-004,MITRAKU BAKSO PILUS IKAN 400GR X 23 PACK,MITRAKU,1.0,PACK,14550.0,14550.0,14550.0,1.0,FADIL ANAK BOS,asli,bersih,0,
2825,2020-06-22,2020-06-01,Monday,LIPAO-002,LI PAO KACANG MERAH,LI,1.0,PACK,14000.0,14000.0,14000.0,1.0,FADIL ANAK BOS,asli,bersih,0,
2826,2020-06-22,2020-06-01,Monday,LUTOSA-001,LUTOSA SHOESTRING 1000 GR X 10 PACK,LUTOSA,2.0,PACK,15000.0,15000.0,30000.0,1.0,FADIL ANAK BOS,asli,peringatan,3,"S01,S02"
2827,2020-06-22,2020-06-01,Monday,MIT-004,MITRAKU BAKSO PILUS IKAN 400GR X 23 PACK,MITRAKU,10.0,PACK,14550.0,14550.0,145500.0,1.0,SALES FANDI,asli,bersih,0,
2828,2020-06-22,2020-06-01,Monday,BAKSO-003,ILM BAKSO IKAN OLAHAN BENTUK TAHU 200 GR,ILM,1.0,PACK,10000.0,10000.0,10000.0,1.0,SALES FANDI,asli,info,1,R01
2829,2020-06-22,2020-06-01,Monday,MI-001,MIAMI 8 LTR NEAPOLITAN CHOCO CHIPS,MIAMI,8.0,PAIL,125000.0,125000.0,1000000.0,1.0,MAK ITAM,asli,bersih,0,
2830,2020-06-22,2020-06-01,Monday,OKEY-001,OKEY SOSIS 500 GR X 20 PACK,OKEY,1.0,DUS,360000.0,360000.0,360000.0,1.0,MAK ITAM,asli,bersih,0,
2831,2020-06-22,2020-06-01,Monday,OKEY-002,OKEY SOSIS 1000 GR X 10 PACK,OKEY,1.0,DUS,355000.0,355000.0,355000.0,1.0,MAK ITAM,asli,bersih,0,
2832,2020-06-22,2020-06-01,Monday,OKEY-003,OKEY STICK 500 GR X 10 PACK,OKEY,1.0,DUS,185000.0,185000.0,185000.0,1.0,MAK ITAM,asli,bersih,0,
2833,2020-06-22,2020-06-01,Monday,JOF-002,JOFRANS NUGGET AYAM REG. 500 GR X 12 PAK,JOFRANS,1.0,DUS,210000.0,210000.0,210000.0,1.0,MAK ITAM,asli,bersih,0,
2834,2020-06-22,2020-06-01,Monday,JOF-022,JOFRANS NUGGET AYAM REG. 225 GR X 24 PAK,JOFRANS,1.0,DUS,240000.0,240000.0,240000.0,1.0,YES MART,asli,bersih,0,
2835,2020-06-22,2020-06-01,Monday,JOF-002,JOFRANS NUGGET AYAM REG. 500 GR X 12 PAK,JOFRANS,2.0,DUS,216000.0,216000.0,432000.0,1.0,YES MART,asli,bersih,0,
2836,2020-06-22,2020-06-01,Monday,JOF-023,JOFRANS NUGGET AYAM HATI 500 GR X 12 PAK,JOFRANS,2.0,DUS,216000.0,216000.0,432000.0,1.0,YES MART,asli,bersih,0,
2837,2020-06-22,2020-06-01,Monday,JOF-024,JOFRANS NUGGET AYAM STICKY 500 GR X 12,JOFRANS,2.0,DUS,216000.0,216000.0,432000.0,1.0,YES MART,asli,bersih,0,
2838,2020-06-22,2020-06-01,Monday,JOF-019,JOFRANS BASO SAPI 200 GR X 34 PACK,JOFRANS,1.0,DUS,476000.0,476000.0,476000.0,1.0,YES MART,asli,bersih,0,
2839,2020-06-22,2020-06-01,Monday,JOF-025,JOFRANS SOSIS AYAM MADU 300 GR X 30 PACK,JOFRANS,1.0,DUS,360000.0,360000.0,360000.0,1.0,YES MART,asli,bersih,0,
2840,2020-06-23,2020-06-01,Tuesday,MANTUL-001,MANTUL BAKSO IKAN 500 GR X 20 PACK,MANTUL,5.0,DUS,316000.0,316000.0,1580000.0,1.0,PAK SUPRI,asli,bersih,0,
2841,2020-06-23,2020-06-01,Tuesday,OKEY-001,OKEY SOSIS 500 GR X 20 PACK,OKEY,1.0,DUS,360000.0,360000.0,360000.0,1.0,SALES FANDI,asli,bersih,0,
2842,2020-06-23,2020-06-01,Tuesday,DEN-007,DEN BAGUS BEBEK ISI 21 X 20 PACK,DEN,10.0,PACK,9000.0,9000.0,90000.0,1.0,SALES FANDI,asli,bersih,0,
2843,2020-06-23,2020-06-01,Tuesday,OKEY-003,OKEY STICK 500 GR X 10 PACK,OKEY,5.0,PACK,18500.0,18500.0,92500.0,1.0,SALES FANDI,asli,bersih,0,
2844,2020-06-23,2020-06-01,Tuesday,OKEY-005,OKEY NUGGET 500 GR X 10 PACK,OKEY,2.0,PACK,18500.0,18500.0,37000.0,1.0,SALES FANDI,asli,bersih,0,
2845,2020-06-23,2020-06-01,Tuesday,JOF-002,JOFRANS NUGGET AYAM REG. 500 GR X 12 PAK,JOFRANS,3.0,PACK,17500.0,17500.0,52500.0,1.0,SALES FANDI,asli,bersih,0,
2846,2020-06-23,2020-06-01,Tuesday,PAKDEN-001,PAK DEN OTAK IKAN GORENG 500 GR,PAK,1.0,PACK,15000.0,15000.0,15000.0,1.0,SALES FANDI,asli,bersih,0,
2847,2020-06-23,2020-06-01,Tuesday,OKEY-001,OKEY SOSIS 500 GR X 20 PACK,OKEY,1.0,PACK,18000.0,18000.0,18000.0,1.0,SALES FANDI,asli,bersih,0,
2848,2020-06-23,2020-06-01,Tuesday,JOF-024,JOFRANS NUGGET AYAM STICKY 500 GR X 12,JOFRANS,1.0,PACK,17500.0,17500.0,17500.0,1.0,SALES FANDI,asli,bersih,0,
2849,2020-06-23,2020-06-01,Tuesday,LUTOSA-001,LUTOSA SHOESTRING 1000 GR X 10 PACK,LUTOSA,1.0,PACK,25500.0,25500.0,25500.0,1.0,SALES FANDI,asli,bersih,0,
2850,2020-06-23,2020-06-01,Tuesday,BAKSO-003,ILM BAKSO IKAN OLAHAN BENTUK TAHU 200 GR,ILM,1.0,PACK,10000.0,10000.0,10000.0,1.0,SALES FANDI,asli,info,1,R01
2851,2020-06-23,2020-06-01,Tuesday,DEN-007,DEN BAGUS BEBEK ISI 21 X 20 PACK,DEN,10.0,PACK,9000.0,9000.0,90000.0,1.0,SALES FANDI,asli,kritis,5,D01
2852,2020-06-23,2020-06-01,Tuesday,LIPAO-001,LI PAO COKLAT,LI,1.0,PACK,14000.0,14000.0,14000.0,1.0,SALES FANDI,asli,bersih,0,
2853,2020-06-23,2020-06-01,Tuesday,PAKDEN-001,PAK DEN OTAK IKAN GORENG 500 GR,PAK,1.0,PACK,15000.0,15000.0,15000.0,1.0,SALES FANDI,asli,kritis,5,D01
2854,2020-06-23,2020-06-01,Tuesday,CIR-009,PK LOLIPOP CRISPY X 30 PACK,PK,1.0,PACK,11500.0,11500.0,11500.0,1.0,SALES FANDI,asli,bersih,0,
2855,2020-06-23,2020-06-01,Tuesday,MI-003,MIAMI 8 LTR NEAPOLITAN,MIAMI,6.0,PAIL,120000.0,120000.0,720000.0,1.0,SUCI,asli,bersih,0,
2856,2020-06-23,2020-06-01,Tuesday,LUTOSA-001,LUTOSA SHOESTRING 1000 GR X 10 PACK,LUTOSA,7.0,PACK,25500.0,25500.0,178500.0,1.0,SUCI,asli,bersih,0,
2857,2020-06-23,2020-06-01,Tuesday,MI-003,MIAMI 8 LTR NEAPOLITAN,MIAMI,4.0,PAIL,120000.0,120000.0,480000.0,1.0,AMANAH FROZEN,asli,bersih,0,
2858,2020-06-23,2020-06-01,Tuesday,OKEY-003,OKEY STICK 500 GR X 10 PACK,OKEY,1.0,DUS,185000.0,185000.0,185000.0,1.0,AMANAH FROZEN,asli,bersih,0,
2859,2020-06-23,2020-06-01,Tuesday,CONE-005,CONE TP 17 ISI 20 ( SEDANG ),CONE,2.0,BKS,5000.0,5000.0,10000.0,1.0,AMANAH FROZEN,asli,bersih,0,
2860,2020-06-23,2020-06-01,Tuesday,CONE-004,CONE TP 13 ISI 40 ( KECIL ),CONE,1.0,BKS,5000.0,5000.0,5000.0,1.0,AMANAH FROZEN,asli,bersih,0,
2861,2020-06-23,2020-06-01,Tuesday,MI-005,MIAMI 8 LTR VANILLA,MIAMI,1.0,PAIL,120000.0,120000.0,120000.0,1.0,AMANAH FROZEN,asli,bersih,0,
2862,2020-06-23,2020-06-01,Tuesday,BONJU-001,BONJU CIRENG SALJU KUAH RUJAK,BONJU,5.0,PACK,18000.0,18000.0,90000.0,1.0,AMANAH FROZEN,asli,bersih,0,
2863,2020-06-23,2020-06-01,Tuesday,MIN-001,MINAKU OTAK OTAK 500 GR X 20 PACK,MINAKU,5.0,PACK,16000.0,16000.0,80000.0,1.0,AMANAH FROZEN,asli,bersih,0,
2864,2020-06-23,2020-06-01,Tuesday,LUTOSA-001,LUTOSA SHOESTRING 1000 GR X 10 PACK,LUTOSA,4.0,PACK,25000.0,25000.0,100000.0,1.0,AMANAH FROZEN,asli,bersih,0,
2865,2020-06-23,2020-06-01,Tuesday,LUTOSA-002,LUTOSA SHOESTRING 2.5 KG X 4 PACK,LUTOSA,2.0,DUS,240000.0,240000.0,480000.0,1.0,AMANAH FROZEN,asli,peringatan,2,R02
2866,2020-06-23,2020-06-01,Tuesday,MANTUL-001,MANTUL BAKSO IKAN 500 GR X 20 PACK,MANTUL,2.0,PACK,18000.0,18000.0,36000.0,1.0,CASH,asli,bersih,0,
2867,2020-06-23,2020-06-01,Tuesday,DEN-004,DEN BAGUS STICK ISI 32 X 30 PACK,DEN,1.0,PACK,13000.0,13000.0,13000.0,1.0,CASH,asli,bersih,0,
2868,2020-06-23,2020-06-01,Tuesday,CIR-008,PK BOLA BOLA CRISPY X 30 PACK,PK,2.0,PACK,13000.0,13000.0,26000.0,1.0,CASH,asli,bersih,0,
2869,2020-06-23,2020-06-01,Tuesday,MIN-002,MINAKU NUGGET ICE CREAM 500 GR X 20 PACK,MINAKU,1.0,PACK,14500.0,14500.0,14500.0,1.0,CASH,asli,bersih,0,
2870,2020-06-23,2020-06-01,Tuesday,DEN-003,DEN BAGUS AYAM ISI 13 X 50 PACK,DEN,4.0,PACK,6000.0,6000.0,24000.0,1.0,CASH,asli,bersih,0,
2871,2020-06-23,2020-06-01,Tuesday,CHA-001,CHAMP SOSIS 1000 GR X 10 PACK,CHAMP,4.0,PACK,30000.0,30000.0,120000.0,1.0,CASH,asli,info,1,S02
2872,2020-06-23,2020-06-01,Tuesday,MANTUL-001,MANTUL BAKSO IKAN 500 GR X 20 PACK,MANTUL,3.0,PACK,18000.0,18000.0,54000.0,1.0,CASH,asli,bersih,0,
2873,2020-06-23,2020-06-01,Tuesday,DEN-008,DEN BAGUS BUNGA ISI 13 X 40 PACK,DEN,4.0,PACK,6000.0,6000.0,24000.0,1.0,CASH,asli,bersih,0,
2874,2020-06-23,2020-06-01,Tuesday,DEN-001,DEN BAGUS IKAN ISI 32 X 20 PACK,DEN,1.0,PACK,13000.0,13000.0,13000.0,1.0,CASH,asli,bersih,0,
2875,2020-06-23,2020-06-01,Tuesday,CIR-002,PK TAHU KRIYUK X 30 PACK,PK,1.0,PACK,13000.0,13000.0,13000.0,1.0,CASH,asli,bersih,0,
2876,2020-06-23,2020-06-01,Tuesday,MI-003,MIAMI 8 LTR NEAPOLITAN,MIAMI,10.0,PAIL,120000.0,120000.0,1200000.0,1.0,WING,asli,bersih,0,
2877,2020-06-23,2020-06-01,Tuesday,MI-001,MIAMI 8 LTR NEAPOLITAN CHOCO CHIPS,MIAMI,9.0,PAIL,125000.0,125000.0,1125000.0,1.0,ULIL,asli,bersih,0,
2878,2020-06-23,2020-06-01,Tuesday,LUTOSA-002,LUTOSA SHOESTRING 2.5 KG X 4 PACK,LUTOSA,5.0,DUS,240000.0,240000.0,1200000.0,1.0,YUKABI,asli,peringatan,2,R02
2879,2020-06-23,2020-06-01,Tuesday,JOF-023,JOFRANS NUGGET AYAM HATI 500 GR X 12 PAK,JOFRANS,5.0,DUS,210000.0,210000.0,1050000.0,1.0,RUMAH SOSIS,asli,bersih,0,
2880,2020-06-23,2020-06-01,Tuesday,JOF-024,JOFRANS NUGGET AYAM STICKY 500 GR X 12,JOFRANS,1.0,DUS,210000.0,210000.0,210000.0,1.0,RUMAH SOSIS,asli,bersih,0,
2881,2020-06-23,2020-06-01,Tuesday,JOF-002,JOFRANS NUGGET AYAM REG. 500 GR X 12 PAK,JOFRANS,3.0,DUS,210000.0,210000.0,630000.0,1.0,RUMAH SOSIS,asli,bersih,0,
2882,2020-06-23,2020-06-01,Tuesday,TORTILA-002,TORTILA SEDANG,TORTILA,25.0,PACK,27250.0,27250.0,681250.0,1.0,RUMAH SOSIS,asli,bersih,0,
2883,2020-06-23,2020-06-01,Tuesday,MI-001,MIAMI 8 LTR NEAPOLITAN CHOCO CHIPS,MIAMI,3.0,PAIL,122000.0,122000.0,366000.0,1.0,RUMAH SOSIS,asli,bersih,0,
2884,2020-06-23,2020-06-01,Tuesday,BAKSO-002,ILM BAKSO BINTANG 250 GR,ILM,20.0,PACK,11800.0,11800.0,236000.0,1.0,RUMAH SOSIS,asli,info,1,R01
2885,2020-06-23,2020-06-01,Tuesday,BAKSO-001,ILM BAKSO ANEKA WARNA 250 GR,ILM,20.0,PACK,11800.0,11800.0,236000.0,1.0,RUMAH SOSIS,asli,info,1,R01
2886,2020-06-23,2020-06-01,Tuesday,BAKSO-003,ILM BAKSO IKAN OLAHAN BENTUK TAHU 200 GR,ILM,20.0,PACK,10000.0,10000.0,200000.0,1.0,RUMAH SOSIS,asli,info,1,R01
2887,2020-06-23,2020-06-01,Tuesday,BAK-002,BAKSO MIE X 40 PACK,BAKSO,50.0,PACK,9000.0,9000.0,450000.0,1.0,RUMAH SOSIS,asli,bersih,0,
2888,2020-06-23,2020-06-01,Tuesday,OKEY-002,OKEY SOSIS 1000 GR X 10 PACK,OKEY,28.0,DUS,330000.0,330000.0,9240000.0,1.0,HITE,asli,info,1,S03
2889,2020-06-23,2020-06-01,Tuesday,OKEY-001,OKEY SOSIS 500 GR X 20 PACK,OKEY,22.0,DUS,340000.0,340000.0,7480000.0,1.0,HITE,asli,info,1,S03
2890,2020-06-23,2020-06-01,Tuesday,OKEY-003,OKEY STICK 500 GR X 10 PACK,OKEY,14.0,DUS,185000.0,180000.0,2520000.0,0.972972972972973,HITE,asli,info,2,"A01,S03"
2891,2020-06-23,2020-06-01,Tuesday,JOF-024,JOFRANS NUGGET AYAM STICKY 500 GR X 12,JOFRANS,1.0,DUS,210000.0,210000.0,210000.0,1.0,HITE,asli,bersih,0,
2892,2020-06-23,2020-06-01,Tuesday,MI-005,MIAMI 8 LTR VANILLA,MIAMI,1.0,PAIL,125000.0,125000.0,125000.0,1.0,MIAMI - PAK FERI,asli,bersih,0,
2893,2020-06-23,2020-06-01,Tuesday,LUTOSA-001,LUTOSA SHOESTRING 1000 GR X 10 PACK,LUTOSA,2.0,PACK,25500.0,25500.0,51000.0,1.0,SALES FANDI,asli,bersih,0,
2894,2020-06-23,2020-06-01,Tuesday,BAK-001,BAKSO IKAN 1 KG X 20 PACK,BAKSO,1.0,PACK,15000.0,15000.0,15000.0,1.0,SALES FANDI,asli,bersih,0,
2895,2020-06-23,2020-06-01,Tuesday,CIR-002,PK TAHU KRIYUK X 30 PACK,PK,1.0,PACK,11500.0,11500.0,11500.0,1.0,SALES FANDI,asli,bersih,0,
2896,2020-06-23,2020-06-01,Tuesday,BLF-002,BELFOODS SOSIS AYAM 1000 GR X 6 PACK,BELFOODS,1.0,PACK,31000.0,31000.0,31000.0,1.0,SALES FANDI,asli,bersih,0,
2897,2020-06-23,2020-06-01,Tuesday,LUTOSA-002,LUTOSA SHOESTRING 2.5 KG X 4 PACK,LUTOSA,25.0,DUS,230000.0,230000.0,5750000.0,1.0,TOKO CITA RASA BARU,asli,peringatan,2,R02
2898,2020-06-23,2020-06-01,Tuesday,AVIKO-001,AVIKO SHOESTRING 2.5 KG X 4 PACK,AVIKO,5.0,DUS,210000.0,210000.0,1050000.0,1.0,TOKO CITA RASA BARU,asli,bersih,0,
2899,2020-06-23,2020-06-01,Tuesday,CIR-008,PK BOLA BOLA CRISPY X 30 PACK,PK,4.0,BAL,300000.0,300000.0,1200000.0,1.0,TOKO CITA RASA BARU,asli,bersih,0,
2900,2020-06-23,2020-06-01,Tuesday,CIR-002,PK TAHU KRIYUK X 30 PACK,PK,3.0,BAL,300000.0,300000.0,900000.0,1.0,TOKO CITA RASA BARU,asli,bersih,0,
2901,2020-06-23,2020-06-01,Tuesday,MAES-001,MAESTRO LIGHT MAYO PCH 1 KG X 10,MAESTRO,1.0,DUS,247500.0,247500.0,247500.0,1.0,TOKO CITA RASA BARU,asli,bersih,0,
2902,2020-06-23,2020-06-01,Tuesday,DEL-003,DELMONTE EXT HOT JRG 5.7 KG,DELMONTE,5.0,JRG,92900.0,92900.0,464500.0,1.0,TOKO CITA RASA BARU,asli,bersih,0,
2903,2020-06-23,2020-06-01,Tuesday,MAES-003,MAESTRO LIGHT MAYO SCH 100 GR,MAESTRO,70.0,PACK,4700.0,4700.0,329000.0,1.0,TOKO CITA RASA BARU,asli,info,1,R01
2904,2020-06-23,2020-06-01,Tuesday,HOT1-001,HOT 1 SAUS SAMBAL PCH 1 KG,HOT,20.0,PCS,12600.0,12600.0,252000.0,1.0,TOKO CITA RASA BARU,asli,bersih,0,
2905,2020-06-23,2020-06-01,Tuesday,TORTILA-002,TORTILA SEDANG,TORTILA,25.0,PACK,25000.0,25000.0,625000.0,1.0,TOKO CITA RASA BARU,asli,bersih,0,
2906,2020-06-23,2020-06-01,Tuesday,BAK-002,BAKSO MIE X 40 PACK,BAKSO,20.0,PACK,7000.0,7000.0,140000.0,1.0,TOKO CITA RASA BARU,asli,bersih,0,
2907,2020-06-23,2020-06-01,Tuesday,EURIAL-001,EURIAL MOZZARELLA CHEESE 4 X 2.5 KG,EURIAL,2.0,DUS,840000.0,840000.0,1680000.0,1.0,TOKO CITA RASA BARU,asli,bersih,0,
2908,2020-06-23,2020-06-01,Tuesday,LUTOSA-001,LUTOSA SHOESTRING 1000 GR X 10 PACK,LUTOSA,9.0,PACK,24000.0,24000.0,216000.0,1.0,TOKO CITA RASA BARU,asli,bersih,0,
2909,2020-06-23,2020-06-01,Tuesday,MIT-017,MITRAKU BAKSO IKAN ISI KEJU 500 GR X 20,MITRAKU,2.0,DUS,560000.0,560000.0,1120000.0,1.0,RONI PANGAN SARI,asli,bersih,0,
2910,2020-06-23,2020-06-01,Tuesday,MIT-018,MITRAKU BAKSO IKAN ISI TUNA 500 GR X 20,MITRAKU,2.0,DUS,560000.0,560000.0,1120000.0,1.0,RONI PANGAN SARI,asli,bersih,0,
2911,2020-06-23,2020-06-01,Tuesday,MIT-019,MITRAKU BAKSO IKAN ISI AYAM 500 GR X 20,MITRAKU,2.0,DUS,560000.0,560000.0,1120000.0,1.0,RONI PANGAN SARI,asli,bersih,0,
2912,2020-06-23,2020-06-01,Tuesday,MIT-012,MITRAKU FISH TOFU 500 GR X 20 PACK,MITRAKU,2.0,DUS,498000.0,498000.0,996000.0,1.0,RONI PANGAN SARI,asli,bersih,0,
2913,2020-06-23,2020-06-01,Tuesday,MI-005,MIAMI 8 LTR VANILLA,MIAMI,1.0,PAIL,120000.0,120000.0,120000.0,1.0,SUCI,asli,bersih,0,
2914,2020-06-24,2020-06-01,Wednesday,LUTOSA-002,LUTOSA SHOESTRING 2.5 KG X 4 PACK,LUTOSA,3.0,DUS,250000.0,250000.0,750000.0,1.0,PAK GUNAWAN,asli,peringatan,2,R02
2915,2020-06-24,2020-06-01,Wednesday,LUTOSA-002,LUTOSA SHOESTRING 2.5 KG X 4 PACK,LUTOSA,5.0,DUS,250000.0,250000.0,1250000.0,1.0,PAK GUNAWAN,asli,peringatan,2,R02
2916,2020-06-24,2020-06-01,Wednesday,MI-003,MIAMI 8 LTR NEAPOLITAN,MIAMI,12.0,PAIL,123000.0,123000.0,1476000.0,1.0,RONI / CAHAYA SOSIS,asli,bersih,0,
2917,2020-06-24,2020-06-01,Wednesday,LUTOSA-002,LUTOSA SHOESTRING 2.5 KG X 4 PACK,LUTOSA,3.0,DUS,250000.0,250000.0,750000.0,1.0,FUN MART,asli,peringatan,2,R02
2918,2020-06-24,2020-06-01,Wednesday,AVIKO-001,AVIKO SHOESTRING 2.5 KG X 4 PACK,AVIKO,4.0,DUS,225000.0,225000.0,900000.0,1.0,IBU SURYANI,asli,bersih,0,
2919,2020-06-24,2020-06-01,Wednesday,JOF-023,JOFRANS NUGGET AYAM HATI 500 GR X 12 PAK,JOFRANS,1.0,DUS,210000.0,210000.0,210000.0,1.0,IBU SURYANI,asli,bersih,0,
2920,2020-06-24,2020-06-01,Wednesday,JOF-024,JOFRANS NUGGET AYAM STICKY 500 GR X 12,JOFRANS,2.0,DUS,210000.0,210000.0,420000.0,1.0,IBU SURYANI,asli,bersih,0,
2921,2020-06-24,2020-06-01,Wednesday,JOF-002,JOFRANS NUGGET AYAM REG. 500 GR X 12 PAK,JOFRANS,1.0,DUS,210000.0,210000.0,210000.0,1.0,IBU SURYANI,asli,bersih,0,
2922,2020-06-24,2020-06-01,Wednesday,LIPAO-001,LI PAO COKLAT,LI,1.0,DUS,168000.0,168000.0,168000.0,1.0,IBU SURYANI,asli,bersih,0,
2923,2020-06-24,2020-06-01,Wednesday,LIPAO-002,LI PAO KACANG MERAH,LI,1.0,DUS,168000.0,168000.0,168000.0,1.0,IBU SURYANI,asli,bersih,0,
2924,2020-06-24,2020-06-01,Wednesday,JOF-025,JOFRANS SOSIS AYAM MADU 300 GR X 30 PACK,JOFRANS,24.0,PACK,11500.0,11500.0,276000.0,1.0,IBU SURYANI,asli,bersih,0,
2925,2020-06-24,2020-06-01,Wednesday,CRAB-001,BABY CRAB 500 GR,BABY,1.0,PACK,34000.0,34000.0,34000.0,1.0,IBU SURYANI,asli,bersih,0,
2926,2020-06-24,2020-06-01,Wednesday,CUMI-001,CUMI KUPAS 1 KG,CUMI,1.0,PACK,48000.0,48000.0,48000.0,1.0,IBU SURYANI,asli,bersih,0,
2927,2020-06-24,2020-06-01,Wednesday,CHA-006,CHAMP BASO 500 GR X 10 PACK,CHAMP,9.0,PACK,22000.0,22000.0,198000.0,1.0,IBU SURYANI,asli,bersih,0,
2928,2020-06-24,2020-06-01,Wednesday,CIR-009,PK LOLIPOP CRISPY X 30 PACK,PK,2.0,PACK,11500.0,11500.0,23000.0,1.0,IBU SURYANI,asli,bersih,0,
2929,2020-06-24,2020-06-01,Wednesday,CIR-008,PK BOLA BOLA CRISPY X 30 PACK,PK,4.0,PACK,11500.0,11500.0,46000.0,1.0,IBU SURYANI,asli,bersih,0,
2930,2020-06-24,2020-06-01,Wednesday,CIR-002,PK TAHU KRIYUK X 30 PACK,PK,3.0,PACK,11500.0,11500.0,34500.0,1.0,IBU SURYANI,asli,bersih,0,
2931,2020-06-24,2020-06-01,Wednesday,DEN-001,DEN BAGUS IKAN ISI 32 X 20 PACK,DEN,4.0,PACK,12000.0,12000.0,48000.0,1.0,IBU SURYANI,asli,bersih,0,
2932,2020-06-24,2020-06-01,Wednesday,BLF-002,BELFOODS SOSIS AYAM 1000 GR X 6 PACK,BELFOODS,1.0,DUS,183000.0,183000.0,183000.0,1.0,IBU SURYANI,asli,bersih,0,
2933,2020-06-24,2020-06-01,Wednesday,LIPAO-001,LI PAO COKLAT,LI,1.0,PACK,14000.0,14000.0,14000.0,1.0,IBU SURYANI,asli,bersih,0,
2934,2020-06-24,2020-06-01,Wednesday,LIPAO-002,LI PAO KACANG MERAH,LI,1.0,PACK,14000.0,14000.0,14000.0,1.0,IBU SURYANI,asli,bersih,0,
2935,2020-06-24,2020-06-01,Wednesday,DEN-006,DEN BAGUS NANO NANO X 20 PACK,DEN,2.0,BAL,180000.0,180000.0,360000.0,1.0,KUALU BERKAT,asli,info,1,R01
2936,2020-06-24,2020-06-01,Wednesday,MIN-010,MINAKU BOLA IKAN 500 GR X 10 PACK,MINAKU,1.0,DUS,190000.0,190000.0,190000.0,1.0,KUBANG JAYA FOOD,asli,bersih,0,
2937,2020-06-24,2020-06-01,Wednesday,OKEY-001,OKEY SOSIS 500 GR X 20 PACK,OKEY,1.0,DUS,360000.0,360000.0,360000.0,1.0,MAK ITAM,asli,bersih,0,
2938,2020-06-25,2020-06-01,Thursday,JOF-023,JOFRANS NUGGET AYAM HATI 500 GR X 12 PAK,JOFRANS,3.0,DUS,210000.0,210000.0,630000.0,1.0,ACHEN / VINCENT,asli,bersih,0,
2939,2020-06-25,2020-06-01,Thursday,JOF-024,JOFRANS NUGGET AYAM STICKY 500 GR X 12,JOFRANS,3.0,DUS,210000.0,210000.0,630000.0,1.0,ACHEN / VINCENT,asli,bersih,0,
2940,2020-06-25,2020-06-01,Thursday,JOF-025,JOFRANS SOSIS AYAM MADU 300 GR X 30 PACK,JOFRANS,4.0,DUS,345000.0,345000.0,1380000.0,1.0,ACHEN / VINCENT,asli,bersih,0,
2941,2020-06-25,2020-06-01,Thursday,JOF-008,JOFRANS BASO SAPI 500 GR X 15 PACK,JOFRANS,3.0,DUS,457500.0,457500.0,1372500.0,1.0,ACHEN / VINCENT,asli,bersih,0,
2942,2020-06-25,2020-06-01,Thursday,BLF-001,BELFOODS SOSIS AYAM 500 GR X 12 PACK,BELFOODS,4.0,DUS,183000.0,183000.0,732000.0,1.0,ACHEN / VINCENT,asli,bersih,0,
2943,2020-06-25,2020-06-01,Thursday,CONE-005,CONE TP 17 ISI 20 ( SEDANG ),CONE,2.0,BKS,5000.0,5000.0,10000.0,1.0,CASH,asli,bersih,0,
2944,2020-06-26,2020-06-01,Friday,LIPAO-002,LI PAO KACANG MERAH,LI,1.0,PACK,14000.0,14000.0,14000.0,1.0,SALES FANDI,asli,info,1,T01
2945,2020-06-26,2020-06-01,Friday,BONJU-001,BONJU CIRENG SALJU KUAH RUJAK,BONJU,1.0,PACK,18500.0,18500.0,18500.0,1.0,SALES FANDI,asli,info,1,T01
2946,2020-06-26,2020-06-01,Friday,LIPAO-001,LI PAO COKLAT,LI,1.0,PACK,14000.0,14000.0,14000.0,1.0,SALES FANDI,asli,info,1,T01
2947,2020-06-26,2020-06-01,Friday,JOF-024,JOFRANS NUGGET AYAM STICKY 500 GR X 12,JOFRANS,1.0,PACK,17500.0,17500.0,17500.0,1.0,SALES FANDI,asli,info,1,T01
2948,2020-06-26,2020-06-01,Friday,OKEY-001,OKEY SOSIS 500 GR X 20 PACK,OKEY,1.0,PACK,18000.0,18000.0,18000.0,1.0,SALES FANDI,asli,info,1,T01
