BARIS_ASLI,TGL,BULAN,HARI,KODE,NAMA_BARANG,BRAND,QTY,SATUAN,HARGA,HARGA_EFEKTIF,OMZET,RASIO,PELANGGAN,SUMBER_HARGA,TINGKAT_TERTINGGI,SKOR_ANOMALI,FLAG
501,2020-04-15,2020-04-01,Wednesday,MANTUL-001,MANTUL BAKSO IKAN 500 GR X 20 PACK,MANTUL,1.0,DUS,320000.0,320000.0,320000.0,1.0,MAS AAN,asli,bersih,0,
502,2020-04-15,2020-04-01,Wednesday,MANTUL-001,MANTUL BAKSO IKAN 500 GR X 20 PACK,MANTUL,1.0,DUS,320000.0,320000.0,320000.0,1.0,WILLIAM FROZEN,asli,bersih,0,
503,2020-04-15,2020-04-01,Wednesday,MANTUL-002,MANTUL BAKSO IKAN RASA UDANG 500 GR X 20,MANTUL,1.0,DUS,320000.0,320000.0,320000.0,1.0,WILLIAM FROZEN,asli,bersih,0,
504,2020-04-15,2020-04-01,Wednesday,MANTUL-003,MANTUL OTAK OTAK TEMPURA 500 GR X 20 PAK,MANTUL,10.0,PACK,16000.0,16000.0,160000.0,1.0,WILLIAM FROZEN,asli,info,1,R01
505,2020-04-16,2020-04-01,Thursday,MI-001,MIAMI 8 LTR NEAPOLITAN CHOCO CHIPS,MIAMI,15.0,PAIL,125000.0,125000.0,1875000.0,1.0,MIAMI - MAS BEJO,asli,bersih,0,
506,2020-04-16,2020-04-01,Thursday,MI-003,MIAMI 8 LTR NEAPOLITAN,MIAMI,1.0,PAIL,125000.0,125000.0,125000.0,1.0,CASH,asli,bersih,0,
507,2020-04-16,2020-04-01,Thursday,JOF-022,JOFRANS NUGGET AYAM REG. 225 GR X 24 PAK,JOFRANS,1.0,DUS,240000.0,240000.0,240000.0,1.0,TOKO C2 15,asli,bersih,0,
508,2020-04-16,2020-04-01,Thursday,MANTUL-001,MANTUL BAKSO IKAN 500 GR X 20 PACK,MANTUL,5.0,PACK,18000.0,18000.0,90000.0,1.0,TOKO C2 15,asli,bersih,0,
509,2020-04-16,2020-04-01,Thursday,MANTUL-002,MANTUL BAKSO IKAN RASA UDANG 500 GR X 20,MANTUL,5.0,PACK,18000.0,18000.0,90000.0,1.0,TOKO C2 15,asli,bersih,0,
510,2020-04-16,2020-04-01,Thursday,MANTUL-003,MANTUL OTAK OTAK TEMPURA 500 GR X 20 PAK,MANTUL,5.0,PACK,17000.0,17000.0,85000.0,1.0,TOKO C2 15,asli,info,1,R01
511,2020-04-16,2020-04-01,Thursday,BLF-001,BELFOODS SOSIS AYAM 500 GR X 12 PACK,BELFOODS,1.0,DUS,204000.0,204000.0,204000.0,1.0,TOKO C2 15,asli,bersih,0,
512,2020-04-16,2020-04-01,Thursday,BLF-002,BELFOODS SOSIS AYAM 1000 GR X 6 PACK,BELFOODS,1.0,DUS,189000.0,189000.0,189000.0,1.0,TOKO C2 15,asli,bersih,0,
513,2020-04-16,2020-04-01,Thursday,JUL-002,KENTANG 500 GR,KENTANG,5.0,BKS,15000.0,15000.0,75000.0,1.0,TOKO C2 15,asli,bersih,0,
514,2020-04-16,2020-04-01,Thursday,CHA-006,CHAMP BASO 500 GR X 10 PACK,CHAMP,5.0,PACK,24000.0,24000.0,120000.0,1.0,TOKO C2 15,asli,bersih,0,
515,2020-04-16,2020-04-01,Thursday,MIN-003,MINAKU SIOMAY UDANG 400 GR X 25 PACK,MINAKU,3.0,PACK,20500.0,20500.0,61500.0,1.0,TOKO C2 15,asli,bersih,0,
516,2020-04-16,2020-04-01,Thursday,MIN-004,MINAKU SIOMAY IKAN 400 GR X 25 PACK,MINAKU,4.0,PACK,20000.0,20000.0,80000.0,1.0,TOKO C2 15,asli,bersih,0,
517,2020-04-16,2020-04-01,Thursday,MIT-021,MITRAKU BAKSO IKAN 200 GR X 40 PACK,MITRAKU,5.0,PACK,9750.0,9750.0,48750.0,1.0,TOKO C2 15,asli,bersih,0,
518,2020-04-16,2020-04-01,Thursday,MIT-013,MITRAKU SCALLOP 200 GR X 40 PACK,MITRAKU,5.0,PACK,8650.0,8650.0,43250.0,1.0,TOKO C2 15,asli,bersih,0,
519,2020-04-16,2020-04-01,Thursday,MIT-010,MITRAKU FISH ROLL 250 GR X 25 PACK,MITRAKU,7.0,PACK,13000.0,13000.0,91000.0,1.0,TOKO C2 15,asli,bersih,0,
520,2020-04-16,2020-04-01,Thursday,MIT-003,MITRAKU BAKSO IKAN GORENG 250GRX36 PACK,MITRAKU,4.0,PACK,12250.0,12250.0,49000.0,1.0,TOKO C2 15,asli,bersih,0,
521,2020-04-16,2020-04-01,Thursday,MIT-012,MITRAKU FISH TOFU 500 GR X 20 PACK,MITRAKU,3.0,PACK,25000.0,25000.0,75000.0,1.0,TOKO C2 15,asli,bersih,0,
522,2020-04-16,2020-04-01,Thursday,OKEY-001,OKEY SOSIS 500 GR X 20 PACK,OKEY,5.0,PACK,19000.0,19000.0,95000.0,1.0,TOKO C2 15,asli,bersih,0,
523,2020-04-16,2020-04-01,Thursday,LUTOSA-002,LUTOSA SHOESTRING 2.5 KG X 4 PACK,LUTOSA,5.0,DUS,240000.0,240000.0,1200000.0,1.0,MAS AAN,asli,peringatan,2,R02
524,2020-04-16,2020-04-01,Thursday,DEN-001,DEN BAGUS IKAN ISI 32 X 20 PACK,DEN,1.0,BAL,260000.0,260000.0,260000.0,1.0,EVA FROZEN,asli,bersih,0,
525,2020-04-16,2020-04-01,Thursday,DEN-004,DEN BAGUS STICK ISI 32 X 30 PACK,DEN,10.0,PACK,13000.0,13000.0,130000.0,1.0,EVA FROZEN,asli,bersih,0,
526,2020-04-16,2020-04-01,Thursday,MANTUL-001,MANTUL BAKSO IKAN 500 GR X 20 PACK,MANTUL,10.0,PACK,16500.0,16500.0,165000.0,1.0,EVA FROZEN,asli,bersih,0,
527,2020-04-16,2020-04-01,Thursday,MANTUL-002,MANTUL BAKSO IKAN RASA UDANG 500 GR X 20,MANTUL,10.0,PACK,16500.0,16500.0,165000.0,1.0,EVA FROZEN,asli,bersih,0,
528,2020-04-16,2020-04-01,Thursday,MANTUL-003,MANTUL OTAK OTAK TEMPURA 500 GR X 20 PAK,MANTUL,10.0,PACK,17500.0,17500.0,175000.0,1.0,EVA FROZEN,asli,info,1,R01
529,2020-04-16,2020-04-01,Thursday,MI-003,MIAMI 8 LTR NEAPOLITAN,MIAMI,3.0,PAIL,120000.0,120000.0,360000.0,1.0,SUCI,asli,bersih,0,
530,2020-04-16,2020-04-01,Thursday,MI-003,MIAMI 8 LTR NEAPOLITAN,MIAMI,1.0,PAIL,125000.0,125000.0,125000.0,1.0,CASH,asli,kritis,5,D01
531,2020-04-16,2020-04-01,Thursday,CONE-005,CONE TP 17 ISI 20 ( SEDANG ),CONE,10.0,BKS,5000.0,5000.0,50000.0,1.0,CASH,asli,bersih,0,
532,2020-04-17,2020-04-01,Friday,LUTOSA-002,LUTOSA SHOESTRING 2.5 KG X 4 PACK,LUTOSA,4.0,PACK,58000.0,58000.0,232000.0,1.0,AMANAH FROZEN,asli,peringatan,2,R02
533,2020-04-17,2020-04-01,Friday,AVIKO-001,AVIKO SHOESTRING 2.5 KG X 4 PACK,AVIKO,4.0,PACK,52500.0,52500.0,210000.0,1.0,AMANAH FROZEN,asli,bersih,0,
534,2020-04-17,2020-04-01,Friday,MIT-019,MITRAKU BAKSO IKAN ISI AYAM 500 GR X 20,MITRAKU,3.0,DUS,560000.0,560000.0,1680000.0,1.0,RONI PANGAN SARI,asli,bersih,0,
535,2020-04-17,2020-04-01,Friday,JOF-022,JOFRANS NUGGET AYAM REG. 225 GR X 24 PAK,JOFRANS,1.0,DUS,240000.0,240000.0,240000.0,1.0,TOKO SALMAINI HABABAHAN,asli,bersih,0,
536,2020-04-17,2020-04-01,Friday,LUTOSA-002,LUTOSA SHOESTRING 2.5 KG X 4 PACK,LUTOSA,1.0,DUS,250000.0,250000.0,250000.0,1.0,TOKO SALMAINI HABABAHAN,asli,peringatan,2,R02
537,2020-04-17,2020-04-01,Friday,MIN-001,MINAKU OTAK OTAK 500 GR X 20 PACK,MINAKU,18.0,PACK,17500.0,17500.0,315000.0,1.0,TOKO SALMAINI HABABAHAN,asli,bersih,0,
538,2020-04-17,2020-04-01,Friday,MIN-003,MINAKU SIOMAY UDANG 400 GR X 25 PACK,MINAKU,5.0,PACK,20500.0,20500.0,102500.0,1.0,TOKO SALMAINI HABABAHAN,asli,bersih,0,
539,2020-04-17,2020-04-01,Friday,MIN-004,MINAKU SIOMAY IKAN 400 GR X 25 PACK,MINAKU,5.0,PACK,20000.0,20000.0,100000.0,1.0,TOKO SALMAINI HABABAHAN,asli,bersih,0,
540,2020-04-17,2020-04-01,Friday,OKEY-001,OKEY SOSIS 500 GR X 20 PACK,OKEY,1.0,DUS,380000.0,380000.0,380000.0,1.0,TOKO SALMAINI HABABAHAN,asli,bersih,0,
541,2020-04-17,2020-04-01,Friday,BLF-002,BELFOODS SOSIS AYAM 1000 GR X 6 PACK,BELFOODS,1.0,DUS,189000.0,189000.0,189000.0,1.0,TOKO SALMAINI HABABAHAN,asli,bersih,0,
542,2020-04-17,2020-04-01,Friday,FOODY-001,FOODY BASO IKAN 500 GR X 20 PACK,FOODY,5.0,PACK,17500.0,17500.0,87500.0,1.0,TOKO SALMAINI HABABAHAN,asli,bersih,0,
543,2020-04-17,2020-04-01,Friday,MANTUL-002,MANTUL BAKSO IKAN RASA UDANG 500 GR X 20,MANTUL,5.0,PACK,18000.0,18000.0,90000.0,1.0,TOKO SALMAINI HABABAHAN,asli,bersih,0,
544,2020-04-17,2020-04-01,Friday,MIT-002,MITRAKU BAKSO IKAN 400 GR X 23 PACK,MITRAKU,1.0,DUS,443900.0,443900.0,443900.0,1.0,RAISYA FROZEN,asli,bersih,0,
545,2020-04-17,2020-04-01,Friday,MIT-009,MITRAKU FISH ROLL 500 GR X 20 PACK,MITRAKU,1.0,DUS,468000.0,430560.0,430560.0,0.92,RAISYA FROZEN,asli,info,1,A01
546,2020-04-17,2020-04-01,Friday,OKEY-001,OKEY SOSIS 500 GR X 20 PACK,OKEY,2.0,DUS,380000.0,380000.0,760000.0,1.0,ACIKA JAYA,asli,bersih,0,
547,2020-04-17,2020-04-01,Friday,JOF-022,JOFRANS NUGGET AYAM REG. 225 GR X 24 PAK,JOFRANS,2.0,DUS,240000.0,240000.0,480000.0,1.0,ACIKA JAYA,asli,bersih,0,
548,2020-04-17,2020-04-01,Friday,LUTOSA-002,LUTOSA SHOESTRING 2.5 KG X 4 PACK,LUTOSA,2.0,DUS,250000.0,250000.0,500000.0,1.0,ACIKA JAYA,asli,peringatan,2,R02
549,2020-04-17,2020-04-01,Friday,MANTUL-002,MANTUL BAKSO IKAN RASA UDANG 500 GR X 20,MANTUL,10.0,PACK,18000.0,18000.0,180000.0,1.0,ACIKA JAYA,asli,bersih,0,
550,2020-04-17,2020-04-01,Friday,OKEY-001,OKEY SOSIS 500 GR X 20 PACK,OKEY,2.0,DUS,380000.0,380000.0,760000.0,1.0,HARAFAH MART,asli,bersih,0,
551,2020-04-17,2020-04-01,Friday,MANTUL-002,MANTUL BAKSO IKAN RASA UDANG 500 GR X 20,MANTUL,1.0,DUS,360000.0,360000.0,360000.0,1.0,HARAFAH MART,asli,bersih,0,
552,2020-04-17,2020-04-01,Friday,JOF-022,JOFRANS NUGGET AYAM REG. 225 GR X 24 PAK,JOFRANS,1.0,DUS,240000.0,240000.0,240000.0,1.0,HARAFAH MART,asli,bersih,0,
553,2020-04-17,2020-04-01,Friday,BLF-002,BELFOODS SOSIS AYAM 1000 GR X 6 PACK,BELFOODS,1.0,DUS,189000.0,189000.0,189000.0,1.0,HARAFAH MART,asli,bersih,0,
554,2020-04-17,2020-04-01,Friday,DEN-001,DEN BAGUS IKAN ISI 32 X 20 PACK,DEN,10.0,PACK,13000.0,13000.0,130000.0,1.0,HARAFAH MART,asli,bersih,0,
555,2020-04-17,2020-04-01,Friday,JUL-002,KENTANG 500 GR,KENTANG,10.0,BKS,15000.0,15000.0,150000.0,1.0,HARAFAH MART,asli,bersih,0,
556,2020-04-17,2020-04-01,Friday,MIN-003,MINAKU SIOMAY UDANG 400 GR X 25 PACK,MINAKU,5.0,PACK,20500.0,20500.0,102500.0,1.0,HARAFAH MART,asli,bersih,0,
557,2020-04-17,2020-04-01,Friday,MIN-004,MINAKU SIOMAY IKAN 400 GR X 25 PACK,MINAKU,5.0,PACK,20000.0,20000.0,100000.0,1.0,HARAFAH MART,asli,bersih,0,
558,2020-04-17,2020-04-01,Friday,JOF-022,JOFRANS NUGGET AYAM REG. 225 GR X 24 PAK,JOFRANS,1.0,DUS,240000.0,240000.0,240000.0,1.0,TOKO ERWIN,asli,bersih,0,
559,2020-04-17,2020-04-01,Friday,BLF-002,BELFOODS SOSIS AYAM 1000 GR X 6 PACK,BELFOODS,1.0,DUS,189000.0,189000.0,189000.0,1.0,TOKO ERWIN,asli,bersih,0,
560,2020-04-17,2020-04-01,Friday,OKEY-001,OKEY SOSIS 500 GR X 20 PACK,OKEY,10.0,PACK,19000.0,19000.0,190000.0,1.0,TOKO ERWIN,asli,bersih,0,
561,2020-04-17,2020-04-01,Friday,MANTUL-002,MANTUL BAKSO IKAN RASA UDANG 500 GR X 20,MANTUL,5.0,PACK,18000.0,18000.0,90000.0,1.0,TOKO ERWIN,asli,bersih,0,
562,2020-04-17,2020-04-01,Friday,MI-003,MIAMI 8 LTR NEAPOLITAN,MIAMI,1.0,PAIL,125000.0,125000.0,125000.0,1.0,CASH,asli,bersih,0,
563,2020-04-17,2020-04-01,Friday,JUL-002,KENTANG 500 GR,KENTANG,10.0,BKS,15000.0,15000.0,150000.0,1.0,TOKO RAHMAD,asli,bersih,0,
564,2020-04-17,2020-04-01,Friday,MIN-001,MINAKU OTAK OTAK 500 GR X 20 PACK,MINAKU,5.0,PACK,18000.0,18000.0,90000.0,1.0,TOKO RAHMAD,asli,bersih,0,
565,2020-04-17,2020-04-01,Friday,FOODY-001,FOODY BASO IKAN 500 GR X 20 PACK,FOODY,5.0,PACK,17500.0,17500.0,87500.0,1.0,TOKO RAHMAD,asli,bersih,0,
566,2020-04-17,2020-04-01,Friday,OKEY-001,OKEY SOSIS 500 GR X 20 PACK,OKEY,10.0,PACK,19000.0,19000.0,190000.0,1.0,AMI SWALAYAN,asli,bersih,0,
567,2020-04-17,2020-04-01,Friday,CHA-006,CHAMP BASO 500 GR X 10 PACK,CHAMP,4.0,PACK,24000.0,24000.0,96000.0,1.0,AMI SWALAYAN,asli,bersih,0,
568,2020-04-17,2020-04-01,Friday,FOODY-001,FOODY BASO IKAN 500 GR X 20 PACK,FOODY,5.0,PACK,17500.0,17500.0,87500.0,1.0,AMI SWALAYAN,asli,bersih,0,
569,2020-04-17,2020-04-01,Friday,JOF-022,JOFRANS NUGGET AYAM REG. 225 GR X 24 PAK,JOFRANS,10.0,PACK,10000.0,10000.0,100000.0,1.0,AMI SWALAYAN,asli,bersih,0,
570,2020-04-18,2020-04-01,Saturday,MIT-019,MITRAKU BAKSO IKAN ISI AYAM 500 GR X 20,MITRAKU,20.0,PACK,31000.0,31000.0,620000.0,1.0,PT. DINAMIKA BUAH N.,asli,bersih,0,
571,2020-04-18,2020-04-01,Saturday,MIT-014,MITRAKU SCALLOP 400 GR X 23 PACK,MITRAKU,23.0,PACK,20500.0,18450.0,424350.0,0.9,PT. DINAMIKA BUAH N.,asli,info,1,A01
572,2020-04-18,2020-04-01,Saturday,EURIAL-001,EURIAL MOZZARELLA CHEESE 4 X 2.5 KG,EURIAL,1.0,DUS,980000.0,980000.0,980000.0,1.0,HARUM MANIS,asli,peringatan,2,R03
573,2020-04-18,2020-04-01,Saturday,MI-003,MIAMI 8 LTR NEAPOLITAN,MIAMI,1.0,PAIL,125000.0,125000.0,125000.0,1.0,CASH,asli,bersih,0,
574,2020-04-18,2020-04-01,Saturday,AVIKO-001,AVIKO SHOESTRING 2.5 KG X 4 PACK,AVIKO,7.0,PACK,52500.0,52500.0,367500.0,1.0,AMANAH FROZEN,asli,bersih,0,
575,2020-04-18,2020-04-01,Saturday,BLF-002,BELFOODS SOSIS AYAM 1000 GR X 6 PACK,BELFOODS,3.0,DUS,174000.0,174000.0,522000.0,1.0,AMANAH FROZEN,asli,bersih,0,
576,2020-04-18,2020-04-01,Saturday,LUTOSA-001,LUTOSA SHOESTRING 1000 GR X 10 PACK,LUTOSA,2.0,DUS,240000.0,240000.0,480000.0,1.0,AMANAH FROZEN,asli,bersih,0,
577,2020-04-18,2020-04-01,Saturday,MANTUL-001,MANTUL BAKSO IKAN 500 GR X 20 PACK,MANTUL,1.0,DUS,320000.0,320000.0,320000.0,1.0,RUMAH SOSIS,asli,bersih,0,
578,2020-04-18,2020-04-01,Saturday,MANTUL-002,MANTUL BAKSO IKAN RASA UDANG 500 GR X 20,MANTUL,1.0,DUS,320000.0,320000.0,320000.0,1.0,RUMAH SOSIS,asli,bersih,0,
579,2020-04-18,2020-04-01,Saturday,BAK-002,BAKSO MIE X 40 PACK,BAKSO,47.0,PACK,9000.0,9000.0,423000.0,1.0,RUMAH SOSIS,asli,bersih,0,
580,2020-04-18,2020-04-01,Saturday,JOF-023,JOFRANS NUGGET AYAM HATI 500 GR X 12 PAK,JOFRANS,10.0,DUS,210000.0,210000.0,2100000.0,1.0,RUMAH SOSIS,asli,bersih,0,
581,2020-04-18,2020-04-01,Saturday,JOF-002,JOFRANS NUGGET AYAM REG. 500 GR X 12 PAK,JOFRANS,10.0,DUS,210000.0,210000.0,2100000.0,1.0,RUMAH SOSIS,asli,bersih,0,
582,2020-04-18,2020-04-01,Saturday,MI-001,MIAMI 8 LTR NEAPOLITAN CHOCO CHIPS,MIAMI,15.0,PAIL,122000.0,122000.0,1830000.0,1.0,RUMAH SOSIS,asli,bersih,0,
583,2020-04-18,2020-04-01,Saturday,DEN-003,DEN BAGUS AYAM ISI 13 X 50 PACK,DEN,10.0,PACK,6000.0,6000.0,60000.0,1.0,KAK YENI,asli,bersih,0,
584,2020-04-18,2020-04-01,Saturday,DEN-002,DEN BAGUS BINTANG ISI 13 X 50 PACK,DEN,1.0,PACK,6000.0,6000.0,6000.0,1.0,KAK YENI,asli,bersih,0,
587,2020-04-18,2020-04-01,Saturday,LUTOSA-002,LUTOSA SHOESTRING 2.5 KG X 4 PACK,LUTOSA,35.0,DUS,240000.0,240000.0,8400000.0,1.0,DEFRIADI,asli,peringatan,3,"R02,S03"
588,2020-04-18,2020-04-01,Saturday,MANTUL-001,MANTUL BAKSO IKAN 500 GR X 20 PACK,MANTUL,3.0,DUS,330000.0,330000.0,990000.0,1.0,DEFRIADI,asli,bersih,0,
589,2020-04-18,2020-04-01,Saturday,MANTUL-002,MANTUL BAKSO IKAN RASA UDANG 500 GR X 20,MANTUL,2.0,DUS,330000.0,330000.0,660000.0,1.0,DEFRIADI,asli,bersih,0,
591,2020-04-18,2020-04-01,Saturday,JOF-023,JOFRANS NUGGET AYAM HATI 500 GR X 12 PAK,JOFRANS,10.0,DUS,210000.0,210000.0,2100000.0,1.0,DEFRIADI,asli,bersih,0,
592,2020-04-18,2020-04-01,Saturday,MANTUL-001,MANTUL BAKSO IKAN 500 GR X 20 PACK,MANTUL,10.0,PACK,16500.0,16500.0,165000.0,1.0,ANTON,asli,bersih,0,
593,2020-04-18,2020-04-01,Saturday,MANTUL-002,MANTUL BAKSO IKAN RASA UDANG 500 GR X 20,MANTUL,10.0,PACK,16500.0,16500.0,165000.0,1.0,ANTON,asli,bersih,0,
594,2020-04-18,2020-04-01,Saturday,MIN-001,MINAKU OTAK OTAK 500 GR X 20 PACK,MINAKU,10.0,DUS,310000.0,310000.0,3100000.0,1.0,ANTON,asli,bersih,0,
595,2020-04-18,2020-04-01,Saturday,JOF-023,JOFRANS NUGGET AYAM HATI 500 GR X 12 PAK,JOFRANS,10.0,DUS,210000.0,210000.0,2100000.0,1.0,ANTON,asli,bersih,0,
596,2020-04-18,2020-04-01,Saturday,EURIAL-001,EURIAL MOZZARELLA CHEESE 4 X 2.5 KG,EURIAL,5.0,DUS,880000.0,880000.0,4400000.0,1.0,ANTON,asli,bersih,0,
597,2020-04-18,2020-04-01,Saturday,EURIAL-001,EURIAL MOZZARELLA CHEESE 4 X 2.5 KG,EURIAL,1.0,DUS,840000.0,840000.0,840000.0,1.0,TOKO CITA RASA BARU,asli,bersih,0,
598,2020-04-18,2020-04-01,Saturday,MM-001,MM MASTER GOURMET 1 LTR X 12 PCS,MM,6.0,PCS,35816.0,35816.0,214896.0,1.0,TOKO CITA RASA BARU,asli,bersih,0,
599,2020-04-18,2020-04-01,Saturday,MM-002,MM MASTER GOURMET GOLD 1 LTR X 12 PCS,MM,6.0,PCS,43824.0,43824.0,262944.0,1.0,TOKO CITA RASA BARU,asli,bersih,0,
600,2020-04-18,2020-04-01,Saturday,INDO-002,INDOESKRIM 8 LTR VANILLA,INDOESKRIM,24.0,PAIL,142000.0,142000.0,3408000.0,1.0,TOKO CITA RASA BARU,asli,bersih,0,
601,2020-04-18,2020-04-01,Saturday,JOF-023,JOFRANS NUGGET AYAM HATI 500 GR X 12 PAK,JOFRANS,10.0,DUS,180000.0,180000.0,1800000.0,1.0,TOKO CITA RASA BARU,asli,bersih,0,
602,2020-04-18,2020-04-01,Saturday,MANTUL-001,MANTUL BAKSO IKAN 500 GR X 20 PACK,MANTUL,1.0,DUS,310000.0,310000.0,310000.0,1.0,TOKO CITA RASA BARU,asli,bersih,0,
603,2020-04-18,2020-04-01,Saturday,MANTUL-002,MANTUL BAKSO IKAN RASA UDANG 500 GR X 20,MANTUL,1.0,DUS,310000.0,310000.0,310000.0,1.0,TOKO CITA RASA BARU,asli,bersih,0,
604,2020-04-18,2020-04-01,Saturday,MANTUL-003,MANTUL OTAK OTAK TEMPURA 500 GR X 20 PAK,MANTUL,1.0,DUS,320000.0,320000.0,320000.0,1.0,TOKO CITA RASA BARU,asli,info,1,R01
605,2020-04-18,2020-04-01,Saturday,DEL-001,DELMONTE CHILI EXT HOT PCH 1 KG X 10 PCS,DELMONTE,50.0,PCS,16750.0,16750.0,837500.0,1.0,TOKO CITA RASA BARU,asli,bersih,0,
606,2020-04-18,2020-04-01,Saturday,MAES-001,MAESTRO LIGHT MAYO PCH 1 KG X 10,MAESTRO,50.0,PCS,24750.0,24750.0,1237500.0,1.0,TOKO CITA RASA BARU,asli,bersih,0,
607,2020-04-18,2020-04-01,Saturday,DEL-003,DELMONTE EXT HOT JRG 5.7 KG,DELMONTE,10.0,JRG,85900.0,85900.0,859000.0,1.0,TOKO CITA RASA BARU,asli,bersih,0,
608,2020-04-18,2020-04-01,Saturday,HOME-001,KULIT LUMPIA HOMEMADE,KULIT,50.0,BKS,8000.0,8000.0,400000.0,1.0,TOKO CITA RASA BARU,asli,bersih,0,
609,2020-04-18,2020-04-01,Saturday,JOF-023,JOFRANS NUGGET AYAM HATI 500 GR X 12 PAK,JOFRANS,2.0,DUS,216000.0,216000.0,432000.0,1.0,BRAGA FROZEN FOOD,asli,bersih,0,
610,2020-04-18,2020-04-01,Saturday,LUTOSA-002,LUTOSA SHOESTRING 2.5 KG X 4 PACK,LUTOSA,2.0,DUS,240000.0,240000.0,480000.0,1.0,BRAGA FROZEN FOOD,asli,peringatan,2,R02
611,2020-04-18,2020-04-01,Saturday,MIT-002,MITRAKU BAKSO IKAN 400 GR X 23 PACK,MITRAKU,46.0,PACK,18950.0,18950.0,871700.0,1.0,ACHEN / VINCENT,asli,bersih,0,
612,2020-04-18,2020-04-01,Saturday,MANTUL-001,MANTUL BAKSO IKAN 500 GR X 20 PACK,MANTUL,40.0,PACK,16500.0,16500.0,660000.0,1.0,ACHEN / VINCENT,asli,info,1,S03
613,2020-04-18,2020-04-01,Saturday,MANTUL-002,MANTUL BAKSO IKAN RASA UDANG 500 GR X 20,MANTUL,40.0,PACK,16500.0,16500.0,660000.0,1.0,ACHEN / VINCENT,asli,bersih,0,
614,2020-04-18,2020-04-01,Saturday,BLF-001,BELFOODS SOSIS AYAM 500 GR X 12 PACK,BELFOODS,60.0,PACK,15250.0,15250.0,915000.0,1.0,ACHEN / VINCENT,asli,bersih,0,
615,2020-04-18,2020-04-01,Saturday,MIT-002,MITRAKU BAKSO IKAN 400 GR X 23 PACK,MITRAKU,15.0,PACK,18950.0,18950.0,284250.0,1.0,AHUAT,asli,bersih,0,
616,2020-04-18,2020-04-01,Saturday,MIT-021,MITRAKU BAKSO IKAN 200 GR X 40 PACK,MITRAKU,15.0,PACK,9750.0,9750.0,146250.0,1.0,AHUAT,asli,bersih,0,
617,2020-04-18,2020-04-01,Saturday,MIT-004,MITRAKU BAKSO PILUS IKAN 400GR X 23 PACK,MITRAKU,15.0,PACK,14550.0,14550.0,218250.0,1.0,AHUAT,asli,bersih,0,
618,2020-04-18,2020-04-01,Saturday,MIT-006,MITRAKU DUMPLING 500 GR X 20 PACK,MITRAKU,14.0,PACK,33350.0,33350.0,466900.0,1.0,AHUAT,asli,bersih,0,
619,2020-04-18,2020-04-01,Saturday,MIT-008,MITRAKU FISH CAKE 500 GR X 20 PACK,MITRAKU,12.0,PACK,28500.0,28500.0,342000.0,1.0,AHUAT,asli,bersih,0,
620,2020-04-18,2020-04-01,Saturday,MIT-010,MITRAKU FISH ROLL 250 GR X 25 PACK,MITRAKU,10.0,PACK,13000.0,13000.0,130000.0,1.0,AHUAT,asli,bersih,0,
621,2020-04-18,2020-04-01,Saturday,MIT-009,MITRAKU FISH ROLL 500 GR X 20 PACK,MITRAKU,10.0,PACK,24000.0,24000.0,240000.0,1.0,AHUAT,asli,bersih,0,
622,2020-04-18,2020-04-01,Saturday,MIT-012,MITRAKU FISH TOFU 500 GR X 20 PACK,MITRAKU,10.0,PACK,25000.0,25000.0,250000.0,1.0,AHUAT,asli,bersih,0,
623,2020-04-18,2020-04-01,Saturday,MIT-014,MITRAKU SCALLOP 400 GR X 23 PACK,MITRAKU,10.0,PACK,18700.0,18700.0,187000.0,1.0,AHUAT,asli,bersih,0,
624,2020-04-18,2020-04-01,Saturday,MIT-018,MITRAKU BAKSO IKAN ISI TUNA 500 GR X 20,MITRAKU,10.0,PACK,28000.0,28000.0,280000.0,1.0,AHUAT,asli,bersih,0,
625,2020-04-18,2020-04-01,Saturday,MIT-020,MITRAKU BAKSO IKAN PELOR 500GR X 20 PACK,MITRAKU,10.0,PACK,16000.0,16000.0,160000.0,1.0,AHUAT,asli,bersih,0,
626,2020-04-18,2020-04-01,Saturday,MANTUL-001,MANTUL BAKSO IKAN 500 GR X 20 PACK,MANTUL,10.0,PACK,16500.0,16500.0,165000.0,1.0,AHUAT,asli,bersih,0,
627,2020-04-18,2020-04-01,Saturday,MANTUL-002,MANTUL BAKSO IKAN RASA UDANG 500 GR X 20,MANTUL,10.0,PACK,16500.0,16500.0,165000.0,1.0,AHUAT,asli,bersih,0,
628,2020-04-18,2020-04-01,Saturday,MANTUL-003,MANTUL OTAK OTAK TEMPURA 500 GR X 20 PAK,MANTUL,10.0,PACK,16500.0,16500.0,165000.0,1.0,AHUAT,asli,info,1,R01
629,2020-04-18,2020-04-01,Saturday,JOF-022,JOFRANS NUGGET AYAM REG. 225 GR X 24 PAK,JOFRANS,1.0,DUS,240000.0,240000.0,240000.0,1.0,HARUM MANIS,asli,peringatan,2,R03
630,2020-04-18,2020-04-01,Saturday,MIT-010,MITRAKU FISH ROLL 250 GR X 25 PACK,MITRAKU,10.0,PACK,13000.0,11960.0,119600.0,0.92,RAISYA FROZEN,asli,info,1,A01
631,2020-04-18,2020-04-01,Saturday,MIT-011,MITRAKU FISH ROLL 1000 GR X 10 PACK,MITRAKU,10.0,PACK,46000.0,42320.0,423200.0,0.92,RAISYA FROZEN,asli,info,1,A01
